evidence_id,source_file,source_row,source_system,person_id,label,candidate_or_query,negative_signal,reason,review_status,reviewer,checked_at,note
NEG_00013,analytics_output/rinc_lookup_queue.csv,15,RINC/eLIBRARY,PERS_6578b52d,Тюлина Елена Владимировна,https://elibrary.ru/author_items.asp?authorid=&fams=Тюлина,rejected_filter,rejected_filter:low_works_count=1,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00014,analytics_output/rinc_lookup_queue.csv,16,RINC/eLIBRARY,PERS_829c1de5,Васильков Ярослав Владимирович,https://elibrary.ru/author_items.asp?authorid=&fams=Васильков,rejected_filter,rejected_filter:pub_year_pre_2015=2014,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00015,analytics_output/rinc_lookup_queue.csv,17,RINC/eLIBRARY,PERS_9374fd12,Вырщиков Евгений Геннадьевич,https://elibrary.ru/author_items.asp?authorid=&fams=Вырщиков,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00016,analytics_output/rinc_lookup_queue.csv,18,RINC/eLIBRARY,PERS_e9545a0b,Шустова Алла Михайловна,https://elibrary.ru/author_items.asp?authorid=&fams=Шустова,rejected_filter,rejected_filter:low_works_count=2,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00017,analytics_output/rinc_lookup_queue.csv,19,RINC/eLIBRARY,PERS_56508328,Десницкая Евгения Алексеевна,https://elibrary.ru/author_items.asp?authorid=&fams=Десницкая,rejected_filter,rejected_filter:low_works_count=1,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00018,analytics_output/rinc_lookup_queue.csv,20,RINC/eLIBRARY,PERS_61202bf3,Ю. М. Алиханова,https://elibrary.ru/author_items.asp?authorid=&fams=Алиханова,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00019,analytics_output/rinc_lookup_queue.csv,21,RINC/eLIBRARY,PERS_da862dde,Дробышев Юлий Игорьевич,https://elibrary.ru/author_items.asp?authorid=&fams=Дробышев,rejected_filter,rejected_filter:pub_year_pre_2015=2005,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00020,analytics_output/rinc_lookup_queue.csv,22,RINC/eLIBRARY,PERS_05d56645,Бабин Александр Николаевич,https://elibrary.ru/author_items.asp?authorid=&fams=Бабин,rejected_filter,rejected_filter:low_works_count=1,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00021,analytics_output/rinc_lookup_queue.csv,23,RINC/eLIBRARY,PERS_41d6aa73,Воробьева Дарья Николаевна,https://elibrary.ru/author_items.asp?authorid=&fams=Воробьева,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00022,analytics_output/rinc_lookup_queue.csv,24,RINC/eLIBRARY,PERS_92868e4f,Жутаев Дмитрий Игоревич,https://elibrary.ru/author_items.asp?authorid=&fams=Жутаев,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00023,analytics_output/rinc_lookup_queue.csv,26,RINC/eLIBRARY,PERS_c48611e0,Островская Елена Петровна,https://elibrary.ru/author_items.asp?authorid=&fams=Островская,rejected_filter,rejected_filter:pub_year_pre_2015=2010,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00024,analytics_output/rinc_lookup_queue.csv,27,RINC/eLIBRARY,PERS_260a598a,Пахомов Сергей Владимирович,https://elibrary.ru/author_items.asp?authorid=&fams=Пахомов,rejected_filter,rejected_filter:pub_year_pre_2015=2008,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00025,analytics_output/rinc_lookup_queue.csv,28,RINC/eLIBRARY,PERS_2fd442aa,С. Ч. Офертас,https://elibrary.ru/author_items.asp?authorid=&fams=Офертас,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00026,analytics_output/rinc_lookup_queue.csv,29,RINC/eLIBRARY,PERS_3357f25b,Скороходова Татьяна Григорьевна,https://elibrary.ru/author_items.asp?authorid=&fams=Скороходова,rejected_filter,rejected_filter:low_works_count=2,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00027,analytics_output/rinc_lookup_queue.csv,30,RINC/eLIBRARY,PERS_3b196639,Гордийчук Николай Валентинович,https://elibrary.ru/author_items.asp?authorid=&fams=Гордийчук,rejected_filter,rejected_filter:low_works_count=1,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00028,analytics_output/rinc_lookup_queue.csv,31,RINC/eLIBRARY,PERS_5d324297,К. П. Шрестха,https://elibrary.ru/author_items.asp?authorid=&fams=Шрестха,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00029,analytics_output/rinc_lookup_queue.csv,32,RINC/eLIBRARY,PERS_5ed752d9,Б. У. Китинов,https://elibrary.ru/author_items.asp?authorid=&fams=Китинов,rejected_filter,rejected_filter:low_works_count=1,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00030,analytics_output/rinc_lookup_queue.csv,33,RINC/eLIBRARY,PERS_8e117242,Е. А. Юдицкая,https://elibrary.ru/author_items.asp?authorid=&fams=Юдицкая,rejected_filter,rejected_filter:low_works_count=1,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00031,analytics_output/rinc_lookup_queue.csv,34,RINC/eLIBRARY,PERS_a0264ac5,Бурмистров Сергей Леонидович,https://elibrary.ru/author_items.asp?authorid=&fams=Бурмистров,rejected_filter,rejected_filter:pub_year_pre_2015=2008,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00032,analytics_output/rinc_lookup_queue.csv,35,RINC/eLIBRARY,PERS_e72d4c09,Е. Д. Огнева,https://elibrary.ru/author_items.asp?authorid=&fams=Огнева,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00033,analytics_output/rinc_lookup_queue.csv,36,RINC/eLIBRARY,PERS_ea44fd14,Люлина Анастасия Геннадьевна,https://elibrary.ru/author_items.asp?authorid=&fams=Люлина,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00034,analytics_output/rinc_lookup_queue.csv,37,RINC/eLIBRARY,PERS_f2fef030,Мехакян Арег Гайкович,https://elibrary.ru/author_items.asp?authorid=&fams=Мехакян,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00035,analytics_output/rinc_lookup_queue.csv,38,RINC/eLIBRARY,PERS_36dabb79,Гурия Анастасия Георгиевна,https://elibrary.ru/author_items.asp?authorid=&fams=Гурия,rejected_filter,rejected_filter:low_works_count=1,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00036,analytics_output/rinc_lookup_queue.csv,39,RINC/eLIBRARY,PERS_5d34c947,Волошина Оксана Анатольевна,https://elibrary.ru/author_items.asp?authorid=&fams=Волошина,rejected_filter,rejected_filter:pub_year_pre_2015=2010,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00037,analytics_output/rinc_lookup_queue.csv,40,RINC/eLIBRARY,PERS_7542d270,Демченко Максим Борисович,https://elibrary.ru/author_items.asp?authorid=&fams=Демченко,rejected_filter,rejected_filter:low_works_count=3,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00038,analytics_output/rinc_lookup_queue.csv,41,RINC/eLIBRARY,PERS_fb25c80f,Ермакова Татьяна Викторовна,https://elibrary.ru/author_items.asp?authorid=&fams=Ермакова,rejected_filter,rejected_filter:low_works_count=1,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00039,analytics_output/rinc_lookup_queue.csv,42,RINC/eLIBRARY,PERS_0e0a154e,Титлин Лев Игоревич,https://elibrary.ru/author_items.asp?authorid=&fams=Титлин,rejected_filter,rejected_filter:low_works_count=1,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00040,analytics_output/rinc_lookup_queue.csv,43,RINC/eLIBRARY,PERS_1c6fcce5,Кузина Елизавета Олеговна,https://elibrary.ru/author_items.asp?authorid=&fams=Кузина,rejected_filter,rejected_filter:low_works_count=1,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00041,analytics_output/rinc_lookup_queue.csv,44,RINC/eLIBRARY,PERS_50d73711,Смирнитская Анна Александровна,https://elibrary.ru/author_items.asp?authorid=&fams=Смирнитская,rejected_filter,rejected_filter:low_works_count=3,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00042,analytics_output/rinc_lookup_queue.csv,46,RINC/eLIBRARY,PERS_9f398436,Куликов Леонид Игоревич,https://elibrary.ru/author_items.asp?authorid=&fams=Куликов,rejected_filter,rejected_filter:pub_year_pre_2015=2011,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00043,analytics_output/rinc_lookup_queue.csv,47,RINC/eLIBRARY,PERS_c5677a3f,Зорин Алексей Валерьевич,https://elibrary.ru/author_items.asp?authorid=&fams=Зорин,rejected_filter,rejected_filter:pub_year_pre_2015=1989,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00044,analytics_output/rinc_lookup_queue.csv,48,RINC/eLIBRARY,PERS_cfb92c5f,Уланский Евгений Андреевич,https://elibrary.ru/author_items.asp?authorid=&fams=Уланский,rejected_filter,rejected_filter:low_works_count=3,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00045,analytics_output/rinc_lookup_queue.csv,49,RINC/eLIBRARY,PERS_db046be0,Сабирова Римма Наилевна,https://elibrary.ru/author_items.asp?authorid=&fams=Сабирова,rejected_filter,rejected_filter:low_works_count=2,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00046,analytics_output/rinc_lookup_queue.csv,50,RINC/eLIBRARY,PERS_23215083,М. А. Русанов,https://elibrary.ru/author_items.asp?authorid=&fams=Русанов,rejected_filter,rejected_filter:pub_year_pre_2015=2003,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00047,analytics_output/rinc_lookup_queue.csv,51,RINC/eLIBRARY,PERS_287fe378,Рыбакова Анна Геннадьевна,https://elibrary.ru/author_items.asp?authorid=&fams=Рыбакова,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00048,analytics_output/rinc_lookup_queue.csv,52,RINC/eLIBRARY,PERS_8516d1e4,Гасунс Марцис Юрьевич,https://elibrary.ru/author_items.asp?authorid=&fams=Гасунс,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00049,analytics_output/rinc_lookup_queue.csv,53,RINC/eLIBRARY,PERS_9ad66151,Д. Н. Лелюхин,https://elibrary.ru/author_items.asp?authorid=&fams=Лелюхин,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00050,analytics_output/rinc_lookup_queue.csv,54,RINC/eLIBRARY,PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,https://elibrary.ru/author_items.asp?authorid=&fams=Шомахмадов,rejected_filter,rejected_filter:pub_year_pre_2015=2008,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00051,analytics_output/rinc_lookup_queue.csv,55,RINC/eLIBRARY,PERS_bc97fb65,Краснодембская Нина Георгиевна,https://elibrary.ru/author_items.asp?authorid=&fams=Краснодембская,rejected_filter,rejected_filter:low_works_count=2,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00052,analytics_output/rinc_lookup_queue.csv,56,RINC/eLIBRARY,PERS_d2559ba1,Е. С. Лепехова,https://elibrary.ru/author_items.asp?authorid=&fams=Лепехова,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00053,analytics_output/rinc_lookup_queue.csv,57,RINC/eLIBRARY,PERS_df6e2007,А. А. Мехакян,https://elibrary.ru/author_items.asp?authorid=&fams=Мехакян,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00054,analytics_output/rinc_lookup_queue.csv,58,RINC/eLIBRARY,PERS_ebb6d156,Ложкина Анастасия Витальевна,https://elibrary.ru/author_items.asp?authorid=&fams=Ложкина,no_match,no_match,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00055,analytics_output/rinc_lookup_queue.csv,59,RINC/eLIBRARY,PERS_efc88709,Канаева Наталия Алексеевна,https://elibrary.ru/author_items.asp?authorid=&fams=Канаева,rejected_filter,rejected_filter:low_works_count=3,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00056,analytics_output/rinc_lookup_queue.csv,60,RINC/eLIBRARY,PERS_f19cd8a1,Котин Игорь Юрьевич,https://elibrary.ru/author_items.asp?authorid=&fams=Котин,rejected_filter,rejected_filter:pub_year_pre_2015=2009,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00057,analytics_output/rinc_lookup_queue.csv,61,RINC/eLIBRARY,PERS_f8ab5755,Оранская Татьяна Иосифовна,https://elibrary.ru/author_items.asp?authorid=&fams=Оранская,rejected_filter,rejected_filter:low_works_count=1,review,,,Generated lookup needs human confirmation as true negative or false rejection.
NEG_00058,analytics_output/wikipedia_authority_candidates.csv,647,Wikipedia,PERS_f2fef030,Мехакян Арег Гайкович,,no_hit,No candidate page found by the current query.,review,,,
NEG_00059,analytics_output/wikipedia_authority_candidates.csv,648,Wikipedia,PERS_003adcfe,Псху Рузана Владимировна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00060,analytics_output/wikipedia_authority_candidates.csv,649,Wikipedia,PERS_e1dd6b3e,Лидова Наталья Ростиславовна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00061,analytics_output/wikipedia_authority_candidates.csv,650,Wikipedia,PERS_da862dde,Дробышев Юлий Игорьевич,,no_hit,No candidate page found by the current query.,review,,,
NEG_00062,analytics_output/wikipedia_authority_candidates.csv,651,Wikipedia,PERS_2fd442aa,Офертас Станислав Чеславович,,no_hit,No candidate page found by the current query.,review,,,
NEG_00063,analytics_output/wikipedia_authority_candidates.csv,652,Wikipedia,PERS_dd7de77e,Бросалина Елена Кирилловна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00064,analytics_output/wikipedia_authority_candidates.csv,653,Wikipedia,PERS_91b473b1,Челнокова Анна Витальевна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00065,analytics_output/wikipedia_authority_candidates.csv,654,Wikipedia,PERS_8516d1e4,Гасунс Марцис Юрьевич,,no_hit,No candidate page found by the current query.,review,,,
NEG_00066,analytics_output/wikipedia_authority_candidates.csv,655,Wikipedia,PERS_a84aedaa,Шомахмадов Сафарали Хайбуллоевич,,no_hit,No candidate page found by the current query.,review,,,
NEG_00067,analytics_output/wikipedia_authority_candidates.csv,656,Wikipedia,PERS_088c4df7,Атманова Юлия Георгиевна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00068,analytics_output/wikipedia_authority_candidates.csv,657,Wikipedia,PERS_0fd718a7,Воздиган Ксения Михайловна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00069,analytics_output/wikipedia_authority_candidates.csv,658,Wikipedia,PERS_db0a826b,Комарова Ирина Нигматовна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00070,analytics_output/wikipedia_authority_candidates.csv,659,Wikipedia,PERS_f940c5b3,Стрелкова Гюзэль Владимировна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00071,analytics_output/wikipedia_authority_candidates.csv,660,Wikipedia,PERS_9e9c9566,Лекарева Ева Павловна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00072,analytics_output/wikipedia_authority_candidates.csv,661,Wikipedia,PERS_cb52ebc2,Лемешкина Ксения Вячеславовна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00073,analytics_output/wikipedia_authority_candidates.csv,662,Wikipedia,PERS_50c46233,Маретина Ксения Александровна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00074,analytics_output/wikipedia_authority_candidates.csv,663,Wikipedia,PERS_bf91d4b8,Уймина Юлия Александровна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00075,analytics_output/wikipedia_authority_candidates.csv,664,Wikipedia,PERS_3fd690ee,Комиссарук Екатерина Львовна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00076,analytics_output/wikipedia_authority_candidates.csv,665,Wikipedia,PERS_35a30342,Негреев Иван Олегович,,no_hit,No candidate page found by the current query.,review,,,
NEG_00077,analytics_output/wikipedia_authority_candidates.csv,666,Wikipedia,PERS_310b2911,Толчельников Иван Евгеньевич,,no_hit,No candidate page found by the current query.,review,,,
NEG_00078,analytics_output/wikipedia_authority_candidates.csv,667,Wikipedia,PERS_6ae5c779,Фивейская Анастасия Васильевна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00079,analytics_output/wikipedia_authority_candidates.csv,668,Wikipedia,PERS_18fcab2a,Блиндерман Радха Тимуровна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00080,analytics_output/wikipedia_authority_candidates.csv,669,Wikipedia,PERS_a1484b38,Кавалевская Анна Петровна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00081,analytics_output/wikipedia_authority_candidates.csv,670,Wikipedia,PERS_8df81b6d,Лужинская Полина Александровна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00082,analytics_output/wikipedia_authority_candidates.csv,671,Wikipedia,PERS_52d3f72c,Мейтарчиян Маргарита Борисовна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00083,analytics_output/wikipedia_authority_candidates.csv,672,Wikipedia,PERS_2b7ca933,Танонова Елена Викторовна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00084,analytics_output/wikipedia_authority_candidates.csv,673,Wikipedia,PERS_410c5a08,А. Хомиченкене,,no_hit,No candidate page found by the current query.,review,,,
NEG_00085,analytics_output/wikipedia_authority_candidates.csv,674,Wikipedia,PERS_4a0de87e,Белимова Влада Сергеевна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00086,analytics_output/wikipedia_authority_candidates.csv,675,Wikipedia,PERS_d01427ca,Бещук Юлия Владимировна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00087,analytics_output/wikipedia_authority_candidates.csv,676,Wikipedia,PERS_88e5311f,Босхомджиев Мерген Владимирович,,no_hit,No candidate page found by the current query.,review,,,
NEG_00088,analytics_output/wikipedia_authority_candidates.csv,677,Wikipedia,PERS_23f54085,Введенская Эльвира Игоревна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00089,analytics_output/wikipedia_authority_candidates.csv,678,Wikipedia,PERS_a8983673,Вигель Нарине Липаритовна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00090,analytics_output/wikipedia_authority_candidates.csv,679,Wikipedia,PERS_68270eaf,Галимова Эльмира Валитовна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00091,analytics_output/wikipedia_authority_candidates.csv,680,Wikipedia,PERS_cac87738,Гузеватая Наталья Владимировна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00092,analytics_output/wikipedia_authority_candidates.csv,681,Wikipedia,PERS_ee3448c3,Деменова Виктория Владимировна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00093,analytics_output/wikipedia_authority_candidates.csv,682,Wikipedia,PERS_900efc73,Зевацкий Тимофей Юрьевич,,no_hit,No candidate page found by the current query.,review,,,
NEG_00094,analytics_output/wikipedia_authority_candidates.csv,683,Wikipedia,PERS_4ebb20aa,Кардинская Светлана Владленовна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00095,analytics_output/wikipedia_authority_candidates.csv,684,Wikipedia,PERS_fb73fb38,Кешарпу Екатерина Витальевна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00096,analytics_output/wikipedia_authority_candidates.csv,685,Wikipedia,PERS_bd77e495,Корнеев Геннадий Батыревич,,no_hit,No candidate page found by the current query.,review,,,
NEG_00097,analytics_output/wikipedia_authority_candidates.csv,686,Wikipedia,PERS_f5a69b65,Кройцер Светлана Александровна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00098,analytics_output/wikipedia_authority_candidates.csv,687,Wikipedia,PERS_9366fe2c,Крыштоп Людмила Эдуардовна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00099,analytics_output/wikipedia_authority_candidates.csv,688,Wikipedia,PERS_e1d622e5,Мажитов Саттар Фазылович,,no_hit,No candidate page found by the current query.,review,,,
NEG_00100,analytics_output/wikipedia_authority_candidates.csv,689,Wikipedia,PERS_ce100d3f,Мария Шилинскене,,no_hit,No candidate page found by the current query.,review,,,
NEG_00101,analytics_output/wikipedia_authority_candidates.csv,690,Wikipedia,PERS_7d6f456c,Мотылёва Вера Леонидовна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00102,analytics_output/wikipedia_authority_candidates.csv,691,Wikipedia,PERS_b5dd77b1,Мрачковская Арина Витальевна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00103,analytics_output/wikipedia_authority_candidates.csv,692,Wikipedia,PERS_377db63e,Н. А. Седукова,,no_hit,No candidate page found by the current query.,review,,,
NEG_00104,analytics_output/wikipedia_authority_candidates.csv,693,Wikipedia,PERS_26ce5ec1,Нина Будзишевска,,no_hit,No candidate page found by the current query.,review,,,
NEG_00105,analytics_output/wikipedia_authority_candidates.csv,694,Wikipedia,PERS_f3cf67c6,Харджендер Сингх Чаудхари,,no_hit,No candidate page found by the current query.,review,,,
NEG_00106,analytics_output/wikipedia_authority_candidates.csv,695,Wikipedia,PERS_752884a2,Ш. Макмахуна,,no_hit,No candidate page found by the current query.,review,,,
NEG_00107,analytics_output/wikipedia_authority_candidates.csv,696,Wikipedia,PERS_8a8c5d8b,Шелкович Владимир Михайлович,,no_hit,No candidate page found by the current query.,review,,,
NEG_00108,analytics_output/openalex_author_candidates.csv,4,OpenAlex,PERS_f074f69f,Александрова Наталия Владимировна,https://openalex.org/A5076621172,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Александрова Наталия Владимировна; candidate=Наталия Владимировна Александрова; works=2
NEG_00109,analytics_output/openalex_author_candidates.csv,16,OpenAlex,PERS_12125da9,Лысенко Виктория Георгиевна,https://openalex.org/A5090196667,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Лысенко Виктория Георгиевна; candidate=Виктория Лысенко Георгиевна; works=1
NEG_00110,analytics_output/openalex_author_candidates.csv,17,OpenAlex,PERS_12125da9,Лысенко Виктория Георгиевна,https://openalex.org/A5106319451,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Лысенко Виктория Георгиевна; candidate=Виктория Георгиевна Лысенко; works=1
NEG_00111,analytics_output/openalex_author_candidates.csv,32,OpenAlex,PERS_e31ca12d,Вечерина Ольга Павловна,https://openalex.org/A5098075074,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Вечерина Ольга Павловна; candidate=Ольга Павловна Вечерина; works=1
NEG_00112,analytics_output/openalex_author_candidates.csv,41,OpenAlex,PERS_3e105f43,Игнатьев Андрей Александрович,https://openalex.org/A5121029754,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Игнатьев Андрей Александрович; candidate=Игнатьев Андрей Александрович; works=1
NEG_00113,analytics_output/openalex_author_candidates.csv,44,OpenAlex,PERS_56508328,Десницкая Евгения Алексеевна,https://openalex.org/A5054502202,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Десницкая Евгения Алексеевна; candidate=Десницкая Евгения Алексеевна; works=1
NEG_00114,analytics_output/openalex_author_candidates.csv,45,OpenAlex,PERS_56508328,Десницкая Евгения Алексеевна,https://openalex.org/A5019004653,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Десницкая Евгения Алексеевна; candidate=Евгения Алексеевна Десницкая; works=1
NEG_00115,analytics_output/openalex_author_candidates.csv,46,OpenAlex,PERS_9a855a7b,М. Ф. Альбедиль,https://openalex.org/A5012836945,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=М. Ф. Альбедиль; candidate=М. Ф. Альбедиль; works=1
NEG_00116,analytics_output/openalex_author_candidates.csv,60,OpenAlex,PERS_ea44fd14,Люлина Анастасия Геннадьевна,https://openalex.org/A5126375018,zero_relevance_score,OpenAlex candidate has zero local relevance score.,review,,,query=Люлина Анастасия Геннадьевна; candidate=Анастасия Геннадьевна Люлина; works=1
