renou_axis,renou_code,renou_label,year,primary_topic,list_function,message_count,thread_count,author_count
state,V,Buddhist / Jaina,2010,Buddhism and Jainism,general discussion,5,4,4
state,V,Buddhist / Jaina,2010,Digital resources and tools,digital resource/tool,1,1,1
state,V,Buddhist / Jaina,2011,Announcements and events,announcement/event,3,3,3
state,V,Buddhist / Jaina,2011,Buddhism and Jainism,general discussion,4,3,4
state,V,Buddhist / Jaina,2011,Digital resources and tools,digital resource/tool,1,1,1
state,V,Buddhist / Jaina,2012,Announcements and events,announcement/event,2,2,2
state,V,Buddhist / Jaina,2012,Buddhism and Jainism,general discussion,13,12,11
state,V,Buddhist / Jaina,2012,Buddhism and Jainism,identification/help request,7,3,6
state,V,Buddhist / Jaina,2012,General scholarly discussion,general discussion,5,2,4
state,V,Buddhist / Jaina,2013,Announcements and events,announcement/event,7,7,6
state,V,Buddhist / Jaina,2013,Buddhism and Jainism,general discussion,12,5,8
state,V,Buddhist / Jaina,2013,General scholarly discussion,general discussion,1,1,1
state,V,Buddhist / Jaina,2014,Buddhism and Jainism,general discussion,5,4,4
state,V,Buddhist / Jaina,2014,Buddhism and Jainism,identification/help request,6,1,3
state,V,Buddhist / Jaina,2014,Digital resources and tools,digital resource/tool,6,3,3
state,V,Buddhist / Jaina,2015,Announcements and events,announcement/event,7,7,3
state,V,Buddhist / Jaina,2015,Announcements and events,job/position,1,1,1
state,V,Buddhist / Jaina,2015,Announcements and events,obituary/memorial,1,1,1
state,V,Buddhist / Jaina,2015,Buddhism and Jainism,general discussion,6,6,4
state,V,Buddhist / Jaina,2015,Buddhism and Jainism,philological discussion,1,1,1
state,V,Buddhist / Jaina,2015,General scholarly discussion,general discussion,3,1,2
state,V,Buddhist / Jaina,2015,History and culture,general discussion,1,1,1
state,V,Buddhist / Jaina,2016,Announcements and events,announcement/event,4,4,3
state,V,Buddhist / Jaina,2016,Buddhism and Jainism,general discussion,6,2,5
state,V,Buddhist / Jaina,2016,Buddhism and Jainism,identification/help request,5,1,3
state,V,Buddhist / Jaina,2016,Buddhism and Jainism,philological discussion,3,2,3
state,V,Buddhist / Jaina,2016,General scholarly discussion,general discussion,2,2,2
state,V,Buddhist / Jaina,2016,History and culture,general discussion,1,1,1
state,V,Buddhist / Jaina,2017,Bibliographic requests,bibliographic request,4,2,3
state,V,Buddhist / Jaina,2017,Buddhism and Jainism,general discussion,13,10,11
state,V,Buddhist / Jaina,2017,Buddhism and Jainism,philological discussion,6,3,5
state,V,Buddhist / Jaina,2017,General scholarly discussion,general discussion,3,1,3
state,V,Buddhist / Jaina,2018,Announcements and events,announcement/event,4,4,3
state,V,Buddhist / Jaina,2018,Announcements and events,job/position,1,1,1
state,V,Buddhist / Jaina,2018,Bibliographic requests,general discussion,3,2,2
state,V,Buddhist / Jaina,2018,Buddhism and Jainism,general discussion,9,4,9
state,V,Buddhist / Jaina,2018,Digital resources and tools,digital resource/tool,4,1,3
state,V,Buddhist / Jaina,2018,General scholarly discussion,general discussion,4,2,3
state,V,Buddhist / Jaina,2019,Announcements and events,announcement/event,4,4,4
state,V,Buddhist / Jaina,2019,Announcements and events,job/position,1,1,1
state,V,Buddhist / Jaina,2019,Announcements and events,obituary/memorial,1,1,1
state,V,Buddhist / Jaina,2019,Buddhism and Jainism,general discussion,12,6,8
state,V,Buddhist / Jaina,2019,Buddhism and Jainism,identification/help request,15,1,10
state,V,Buddhist / Jaina,2019,Digital resources and tools,digital resource/tool,9,2,8
state,V,Buddhist / Jaina,2019,General scholarly discussion,general discussion,1,1,1
state,V,Buddhist / Jaina,2020,Announcements and events,announcement/event,5,4,2
state,V,Buddhist / Jaina,2020,Announcements and events,job/position,1,1,1
state,V,Buddhist / Jaina,2020,Buddhism and Jainism,general discussion,14,7,10
state,V,Buddhist / Jaina,2020,Buddhism and Jainism,philological discussion,1,1,1
state,V,Buddhist / Jaina,2020,Digital resources and tools,digital resource/tool,5,1,4
state,V,Buddhist / Jaina,2021,Announcements and events,announcement/event,2,2,1
state,V,Buddhist / Jaina,2021,Announcements and events,job/position,3,3,3
state,V,Buddhist / Jaina,2021,Bibliographic requests,bibliographic request,4,2,3
state,V,Buddhist / Jaina,2021,Buddhism and Jainism,general discussion,4,4,3
state,V,Buddhist / Jaina,2021,Buddhism and Jainism,identification/help request,5,1,3
state,V,Buddhist / Jaina,2021,Buddhism and Jainism,philological discussion,3,2,3
state,V,Buddhist / Jaina,2021,Digital resources and tools,digital resource/tool,1,1,1
state,V,Buddhist / Jaina,2021,General scholarly discussion,general discussion,1,1,1
state,V,Buddhist / Jaina,2022,Announcements and events,announcement/event,15,15,6
state,V,Buddhist / Jaina,2022,Announcements and events,job/position,2,2,2
state,V,Buddhist / Jaina,2022,Bibliographic requests,bibliographic request,1,1,1
state,V,Buddhist / Jaina,2022,Buddhism and Jainism,general discussion,13,8,11
state,V,Buddhist / Jaina,2022,Digital resources and tools,digital resource/tool,2,2,2
state,V,Buddhist / Jaina,2022,General scholarly discussion,general discussion,1,1,1
state,V,Buddhist / Jaina,2022,Grammar and linguistics,philological discussion,1,1,1
state,V,Buddhist / Jaina,2022,History and culture,job/position,1,1,1
state,V,Buddhist / Jaina,2023,Announcements and events,announcement/event,8,8,5
state,V,Buddhist / Jaina,2023,Announcements and events,job/position,1,1,1
state,V,Buddhist / Jaina,2023,Bibliographic requests,general discussion,1,1,1
state,V,Buddhist / Jaina,2023,Buddhism and Jainism,general discussion,5,5,4
state,V,Buddhist / Jaina,2023,Buddhism and Jainism,philological discussion,1,1,1
state,V,Buddhist / Jaina,2023,Digital resources and tools,digital resource/tool,1,1,1
state,V,Buddhist / Jaina,2023,General scholarly discussion,general discussion,1,1,1
state,V,Buddhist / Jaina,2023,History and culture,general discussion,2,2,2
state,V,Buddhist / Jaina,2024,Announcements and events,announcement/event,7,7,3
state,V,Buddhist / Jaina,2024,Announcements and events,job/position,1,1,1
state,V,Buddhist / Jaina,2024,Buddhism and Jainism,general discussion,20,12,14
state,V,Buddhist / Jaina,2024,Buddhism and Jainism,philological discussion,1,1,1
state,V,Buddhist / Jaina,2024,Digital resources and tools,digital resource/tool,1,1,1
state,V,Buddhist / Jaina,2024,General scholarly discussion,general discussion,4,1,4
state,V,Buddhist / Jaina,2025,Announcements and events,announcement/event,6,6,5
state,V,Buddhist / Jaina,2025,Bibliographic requests,general discussion,2,1,1
state,V,Buddhist / Jaina,2025,Buddhism and Jainism,general discussion,6,5,5
state,V,Buddhist / Jaina,2025,Buddhism and Jainism,philological discussion,4,3,4
state,V,Buddhist / Jaina,2025,General scholarly discussion,announcement/event,2,1,2
state,V,Buddhist / Jaina,2025,General scholarly discussion,general discussion,2,2,2
state,V,Buddhist / Jaina,2025,General scholarly discussion,identification/help request,2,1,2
state,V,Buddhist / Jaina,2025,History and culture,general discussion,1,1,1
state,V,Buddhist / Jaina,2026,Announcements and events,announcement/event,3,3,3
state,V,Buddhist / Jaina,2026,Announcements and events,job/position,1,1,1
state,V,Buddhist / Jaina,2026,Buddhism and Jainism,general discussion,7,4,6
state,V,Buddhist / Jaina,2026,General scholarly discussion,general discussion,2,1,2
