renou_axis,renou_code,renou_label,year,primary_topic,list_function,message_count,thread_count,author_count
register,kavya,Kāvya,2020,Announcements and events,announcement/event,1,1,1
register,kavya,Kāvya,2020,Bibliographic requests,identification/help request,6,1,3
register,kavya,Kāvya,2020,General scholarly discussion,general discussion,1,1,1
register,kavya,Kāvya,2020,General scholarly discussion,philological discussion,16,7,9
register,kavya,Kāvya,2020,Texts and philology,general discussion,3,2,2
register,kavya,Kāvya,2021,Announcements and events,announcement/event,1,1,1
register,kavya,Kāvya,2021,General scholarly discussion,general discussion,4,4,2
register,kavya,Kāvya,2021,General scholarly discussion,philological discussion,1,1,1
register,kavya,Kāvya,2022,Announcements and events,announcement/event,1,1,1
register,kavya,Kāvya,2022,General scholarly discussion,general discussion,4,2,3
register,kavya,Kāvya,2022,General scholarly discussion,identification/help request,4,1,2
register,kavya,Kāvya,2022,General scholarly discussion,philological discussion,1,1,1
register,kavya,Kāvya,2023,Bibliographic requests,identification/help request,2,1,2
register,kavya,Kāvya,2023,General scholarly discussion,general discussion,7,5,5
register,kavya,Kāvya,2023,General scholarly discussion,philological discussion,6,3,3
register,kavya,Kāvya,2023,Manuscripts and epigraphy,general discussion,5,1,4
register,kavya,Kāvya,2024,General scholarly discussion,general discussion,7,1,6
register,kavya,Kāvya,2024,Texts and philology,general discussion,1,1,1
register,kavya,Kāvya,2025,Bibliographic requests,general discussion,2,1,1
register,kavya,Kāvya,2025,General scholarly discussion,general discussion,8,2,5
register,kavya,Kāvya,2025,History and culture,general discussion,1,1,1
register,kavya,Kāvya,2025,History and culture,philological discussion,1,1,1
register,kavya,Kāvya,2026,General scholarly discussion,general discussion,4,2,3
register,kavya,Kāvya,2026,General scholarly discussion,philological discussion,2,1,1
