presentation_id,tags
PRES_0fe8007200,самоназвание|школа|махасангхик-локоттаравадин
PRES_3374abc140,двойной|мандать|тибет|трактат|вайдурья-карпо
PRES_415fb1eb4c,степной|кочевник|иранец|тыс|тыс|язык
PRES_448f6392bc,строительный|ритуал|текст|вастувидие|пураны
PRES_506157c4da,время|буддизм|предание|варанася
PRES_54fab21323,теистический|установка|классический|йога|шветашватара-упанишад
PRES_73205188c4,очищение|терний|артхашастр|дхармашастр
PRES_925074e2a5,агама|источник|философия|радикальный|адвайта
PRES_a7fa4ac110,рерих|семья|синцзян
PRES_b97d25a759,мандалы|ваджрачхедик|коллекция|одесский|музей|западный|восточный|искусство
PRES_c305a62ca7,институт|гутхи|древний|средневековый|непал
PRES_e3afc7dbb4,трава|дарбх|самбодх|будда
PRES_e9159cba78,тривадрумский|цикл
PRES_eabb2c0db9,ордалия|дхармашастр
PRES_f0655c51e6,гоштхи|гутхи|надпись|личчхав
PRES_f15fea41e4,текст|персонаж|древний|махакавие
PRES_f60e19e1b7,принцип|тамильский|поэтика|антология|наджиня
PRES_ff0d548615,что|стоить|стиль|дандин
PRES_0404e32168,сахар|молоко|ауто-представление|индия|персидский|современный|религия|культура|парс
PRES_0c496dfec3,эволюция|образ|рудрый-шивый|священный|текст|шрутить
PRES_13fafa99b6,махатмие|бхагаватапуран
PRES_293775e85d,происхождение|культурный|архаизм|поздний|слой|содержание|махабхарат|воинский|братство
PRES_3634d6f11f,так|что|такой|карма
PRES_59dba9b943,исток|формула|сат-чит-ананд|упанишад
PRES_5e317967c2,вакьяпадий
PRES_6da6054f73,атманепад|санскрит|грамматик
PRES_7a09ad99d1,атхарвавед-паришишт|происхождение|ритуал|натьяшастр
PRES_7af57f160f,образ|птица|масочный|театр|сингал|ланка
PRES_844f6b86ea,образ|фантастический|животное|средневековый|архитектура|индия
PRES_8b2df737b9,ордалия|вес|результат|взвешивание
PRES_9b61667329,что|стоить|стиль|дандин
PRES_9d84234785,терминология|грамматика|энциклопедия|абхидхарма|васубандх
PRES_9e65f5de1e,другой|савитереть|сказание|савитереть|андхрамахабхарат
PRES_9ffe685fd2,влияние|религиозно-философский|доктрина|творчество|кабир|закрытие|конференция
PRES_a9e0852a8d,традиция|мыслитель|бенгальский|возрождение
PRES_b3e877cd66,зооморфный|символика|протоиндийский|текст
PRES_c23e6409da,язык|стиль|эпический|риш
PRES_d5a74ed7f6,народный|театр|джатр|формирование|новый|бенгальский|литература
PRES_e4b6786e6b,сравнивать|индия|западный|эпистемология|создание|методология|компаративный
PRES_ec14752a3b,символика|ладья|ригведа
PRES_f4396724ea,неодолимый|богиня|поклонение|ритуальный|часть|калика-пурана
PRES_fea1defc8d,множество|жизнь|поэма|тулси|дас|современный|бытование|рамачаритаманас
PRES_ff28a9ff47,концепт|ишвара|бхагавадгита
PRES_2ec1e17cb0,буддизм|святыня|записка|сюань-цзана|построение|текст
PRES_3ec7076b0a,соотношение|чистый|земля|нечистый|земля|чистый|народ|нечистый|народ|манусмрити|артхашастр|каутилья
PRES_405fb6e1fc,миф|пространство|время|алтайский|народ
PRES_4fc95cdd1b,махабхарат|шастр|ранний|индия|эпиграфика
PRES_51d2d7154d,тибет|джатака|маллик|исток|образ|бхавачакра
PRES_53b81c004f,письмо|культура|бактрия|индия|многоязычный|надпись|социоскрипторик
PRES_5889e63ab3,фисамат|ольвийский|декрет|честь|протоген
PRES_64abe774d2,ордалия|раскалить|монета|шастрический|текст|свидетельство|испытание
PRES_6d5c58b0b0,пространство|описание|строительный|трактат|пураны
PRES_6dadb0e4d7,этимология|нирукт|качество|герменевтический|наука|кашмирский|шиваизм
PRES_6f1e98755f,абхисамаяланкар|первый|три|глава|четвертый|сознание|творить|реальность
PRES_77d4fd8170,термин|намаруп|тхеравадинский|комментаторский|литература
PRES_96f005355d,махабхарат|тамильский|поэзия
PRES_9cec165a1d,ритуал|помазание|царь|царство|яджнявалкие-смрити
PRES_a38177a26d,бхактамара-стотр|джайнский|традиция
PRES_d991c450bc,зеркало|конец|иллюзия|история|концепция|кашмирский|шиваизм
PRES_dc9fbd292b,востоковед|юрий_рерих|начало|путь|наука
PRES_dcfff95b9e,сравнительный|описание|буддизм|монахиня|тибет|китайский|японский|агиографический|литература
PRES_df7b4cf816,историко-культурный|символика|национальный|флаг|непал
PRES_f457799a1b,возможный|буддизм|параллель|новозаветный|пассаж
PRES_22c7444e36,символический|модель|абсолютный|сознание|религиозно-мистический|философия|кашмирский|шиваизм|методологический
PRES_22f1e1b64f,абхидхарма|абхивиный|взгляд|сторона|два|раннебуддийский|традиция
PRES_422410f9af,происхождение|атомизм|лингвистика|гипотеза
PRES_523a56fd5b,концепция|ишвара|классический|йога|кашмирский|шиваизм
PRES_5579f7916f,сказание|индейский|царство|источник|представление|индия|древний|русь
PRES_5b4245709b,коровий|война|скотоводческий|эпос|народ|центральный|индия|декан
PRES_6213023bf5,сат-чит-ананд|мост|между|христианство|индуизм
PRES_66d6492705,посвящение|знание|мудрость|гухьясамаджатантра|основа
PRES_6e5ecd56b8,классификация|храмовый|сооружение|вишнудхармоттара-пурана
PRES_7323c9c9b1,сюжет|эпический|шакунталый
PRES_7efa09f3b2,сказитель|музыкант|танцор|происхождение|кастовый|дхарма|так|называть|катхак|раджастхан
PRES_86c16283af,ранневишнуитский|веданта
PRES_9550fd0f6b,индия|текст|индия|диаспора
PRES_9627d4dfc0,восток|запад|русский|перевод
PRES_9b2118961f,иконографический|тип|бронзовый|образ|натарадж|сложение|классификация
PRES_9bda829b36,ведийский|широкий|водный|пространство|текст|самхит
PRES_9e464b8281,книга|побоище|палица|махабхарат
PRES_a05b916ad8,ордалия|освятить|вода
PRES_a5cd9e04c7,язык|богиня|кали
PRES_aa2399a11e,паломничество|калика-пурана
PRES_ad9e0be839,махишасурамардинить|девы-воительница
PRES_b3dcf19ef2,индоевропейский|формула|хранить|муж|скот|ведийский|постведийский|текст
PRES_bacd314111,южный|поход|личчхав
PRES_beb45aac0a,рамаяна|криттибас|оджха|культура|бенгалия|век
PRES_c1761df1ca,древний|тибет|сборник|текст|культ|махакал|вишну|рукописный|коллекция|ивр_ран
PRES_d7d30097a4,терминология|суфийский|проповедь|падмават|малика|мухаммад|джаясь
PRES_e0b8b1bdd4,новый|открытие|гонур-тепа|предварительный|сообщение
PRES_e2499adc9f,соотношение|этика|знание|йога|индуистский|тантра
PRES_e62ebf0bd0,определение|термин|джатака|пали|канон
PRES_e85f779ed9,уровень|смысл|текст|шастр|концепт|понятие
PRES_f5b1c223f2,традиционный|текст|мыслитель|бенгальский|возрождение
PRES_080e848a5a,скифский|слово|авест
PRES_0c60ccad75,новый|герасим|лебедев
PRES_2e725b44b8,сцена|прием|гость|древний|махакавие
PRES_32d7da4752,восприятие|телесность|буддизм|современный|когнитивный|концепция|отелесненный
PRES_3edd502801,понимание|термин|южнобуддийский|традиция
PRES_3f0b9488ec,обозначение|пространство|мера|число|трактат|строительство|пураны
PRES_4370a58a1d,археология|раннебуддийский|доктринальный|текст|текст|буддхакшетр|махаваста
PRES_4b0c3f7190,что|учить|человек|дасья|ранний|ведийский|текст
PRES_4b995fc30a,хронология|генеалогия|санскрит|текст
PRES_4d8a99c131,царский|наложница|санскрит|античный|источник
PRES_4f8af0d986,саттрия|создание|классический|танец|современный|ассам
PRES_50a29145a7,традиция|веротерпимость|универсализм|древний|средневековый|индия
PRES_54207a1735,казаклык|социальный|явление
PRES_58b20ea2d8,великобритания|сюжет|религия|обращение|пали|средневековый|ирландский|литература|нарративный|традиция
PRES_8b7b0bd5f3,символика|гора|мэр
PRES_93f67f4d24,обет|культ|кача
PRES_96ae1b26ae,отражение|оппозиция|свой|чужой|традиционный|представление|землепользование|кочевник|центральный|азия
PRES_a3fc81f164,юрий_рерих|монография|тибет|живопись
PRES_a4b8fa4547,прием|почетный|гость-атитхи|санскрит|текстовый|традиция|дхармасутра|апастамб
PRES_a775399ae0,рерих|внутренний|монголия
PRES_b65c83f7a3,несколько|индия|слово|передача|античный|автор
PRES_c02c773749,киев|композиционный|намтара|деяние|будда|шакьямунь|тибет|традиция|тангка|житийный|серия|музей|украина
PRES_c3f9d9861b,дард|страна|дард|раджатарангиня|калхан
PRES_c4f67633f5,кто|говорить|толкование|источник|речь|индуистский|тантра
PRES_e290493a42,ситуация|уход|герой|классический|тамильский|поэзия
PRES_e90c15b88c,образ|дакиня|япония
PRES_e9f41a40c8,сновидение|ошибочный|действие|натака|бхас|свапнавасавадатт
PRES_ea0097faa8,китайский|перевод|лалитавистара|источник|история|текст
PRES_eda7195a4d,непал|конфессиональный|компромисс|секуляризм|штрих|история|духовный|культура
PRES_fca193c4c1,философия|приложение|шикша|кашмирский|шиваизм
PRES_fe7f9d9625,юрий_рерих|исследователь|тибет|язык
PRES_0139c59bb9,концепция|совершенный|человек|творчество|народный|певец|баул
PRES_09706e2e82,психика|сознание|перевод|буддизм|термин|читта|виджнян
PRES_0e0cf8bb17,санскрит|квантитативный|стихотворный|размер|реконструкция|чтение
PRES_10ebf2bc49,сюжет|побоище|палица|маусалапарва|джатака|гхата-пандит
PRES_15b019aa75,неизвестный|речевой|сингал|ланка
PRES_1c0edf1c85,миф|ветала|бхайрава|калика-пурана
PRES_1cd65d2e59,современный|джатр|возвращение|исток
PRES_1e77ef9490,индия|эпос|дхола-мара|сказка|царь|салтана|пушкин
PRES_3bd08e341f,сюжет|воплощение|вишну|фольклорный|текст|телугу|матсьяватар
PRES_53f8bd860a,рагхуванша|калидас|глаз|тамилистый
PRES_54a32921dc,сравнительный|генезис|рефлексия|индия|европейский|философия|традиция|визуальный|лингвистика|детерминант
PRES_627e94e1ab,текст|культ|вишну-нарасимха|тибет|свитка|век
PRES_6a263265ac,ордалия|раскалить|монета|текст|реальность
PRES_78a007f5fb,древнеиндийский|практика|обучение|ведийский|текст
PRES_90b364f351,текст|индия|диаспора|поэзия|далджито|награ
PRES_99bd862130,семантика|глагольный|корень|проблематика|духовный|освобождение|ведийский|упанишад
PRES_a80206461e,типовой|мотив-ситуация|махабхарат
PRES_a80b13caa7,два|способ|индия|танец|программа|возможный|изменение
PRES_a873570c30,потенциальный|актуальный|буддизм|учение|восприятие
PRES_d01c9d783a,функция|ритуал|пангху|племя|ратхв
PRES_d49c9ef5f0,уникальность|природа|человеческий|душа|философия|система|ямуначарья
PRES_e04db7cf0d,археология|раннебуддийский|доктринальный|текст|глава|буддхакшетр|поле|будда|махаваста
PRES_e9a0b599c0,царица|дворцовый|парка
PRES_f118abdc31,дискуссия|четыре|блаженство|стратегия|истинный|природа|реальность|посвящение|хеваджр-тантра
PRES_f7c2f21e54,концепция|игра|индия|традиция|кридаяник|натьяшастр
PRES_fbd84f6b96,язык|богиня|кали|васильков|эпический|герой|бог|махабхарат|только
PRES_0b727f138c,словесный|фигура|принцип|непрямой|высказывание|вакрокть|средневековый|поэтика
PRES_216606ed4c,учение|аватар|вишну|девибхагавата-пурана
PRES_36278778ba,мифология|северный|мунда|источник|реконструкция|сюжет|создание|человек|население|евразийский|степь|эпоха|бронза
PRES_37530fdf34,весна|старый|тамильский|поэзия
PRES_37ec1a3fd3,композиция|вступительный|глава|сказание|шакунтала
PRES_4f6dd44b06,будда|пригород|ханиф|курейша|иммигрантский|текст|индо-британский|литература
PRES_5291787a3f,прием|почетный|гость-атитхи|древнеиндийский|ритуальный|текст
PRES_5816bc342a,символ|сиддхам|мангала-шлокаха|санскрит|рукопись
PRES_59bc8c1ec8,индия|поэзия|йафиит|южный|аравия
PRES_5b9c7fa5b6,санскритизация|философия|языковой|политика
PRES_5b9d992a66,полемический|дискурс|индия|религиозно-философский|традиция
PRES_5deb828215,существовать|психофизический|буддизм
PRES_61eb101383,поэтический|жанр|индия|литература|тибет|буддизм|канон
PRES_66b3645128,первый|христианский|миссионер|индия
PRES_6b5321239f,концепт|кастовый|идеология
PRES_77ba89aeed,буддизм|юнгианство
PRES_7a0616cdc7,метафора|махабхарат
PRES_81e4f6fe0b,четвертый|глава|абхисамай-аланкара
PRES_9cc7f0b54c,абхишека-патале|хеваджр-тантра|согласно|муктавалихеваджрапаньджик|ратнакарашанти
PRES_9ec34b2c0f,строфа|бодхичитта|второй|глава|гухьясамадж|тантра
PRES_9f66f4e714,энергийный|прагматизм|тамильский|культура
PRES_b9333b3423,ярость|рушдить
PRES_c511412335,герасим|лебедев|британский|элита|колониальный|калькутта
PRES_cb03ffd1cc,половозрастной|стратификация|общество|ведийский|текст
PRES_d1ddc8c000,следовать|воля|звезда|индия|астрология|практика|предсказание|стихийный|бедствие
PRES_d8c8a0e9b4,драупасть|зал|собрание|бог|дхарма
PRES_df563ac2ff,энергия|тантра
PRES_e2d0ac8c94,категория|описание|священный|речь|ригведапратишакхья
PRES_e7d3ba524e,
PRES_eaf7163393,рабиндранат|тагор|уровень|поэтический|высказывание
PRES_ef02ed3c8e,саттрия|рождение|новый|индия|классический|танец|ассам|лаборатория|театрик|москва|петербург|видеоматериал|традиция|чхоу
PRES_f73706499b,юный|окружение|царь|раджасинх|век|ланка
PRES_fb8b7f76bc,другой|традиция|индуизм|философия|бенгальский|возрождение|сопоставление
PRES_fe38d39938,глава|надзиратель|архив|артхашастр|каутилья|контекст|информация|надпись|время|гупт
PRES_05a25bcc84,непосредственный|восприятие|через|слово|веданта-парибхаш|дхармарадж
PRES_1abd6d361e,рерих|пекин
PRES_1e1cbc95e7,бог|человек|поэзия|тагор|иша-упанишад|письмо|россия
PRES_235b11e4e7,летописный|текст|изображение|буддизм|традиция|тибет
PRES_2545b7a0c5,танцовщица|покровитель|начать|расик|восточный|область|индия|контекст|взаимоотношение
PRES_3c0208406b,актуализация|информативный|основа|средневековый|текст|центральный|азия|современный|мир|тарих-и|рашидти|мирза|хайдар|дуглата
PRES_3ddacc6fb6,песенный|техника|проповедь|мира_баи|подступ
PRES_3fe0ca1850,сновидение|древнеиндийский|философия|текст
PRES_42588a671c,рерих|буддизм|культурный|единство|азия
PRES_517c404931,описание|индия|средневековый|ирландский|источник
PRES_56a96b450d,юрий_рерих|выдающийся|лингвист-тибетолог
PRES_5d4f4cf4a8,смех|традиция|древнеиндийский|театр|натьяшастр
PRES_5e071eae59,снатака|древнеиндийский|ритуал|текст
PRES_60805ae896,дом-музей|семья|рерих|улан-батор
PRES_6436980fe8,ранневедийский|текст|ритуал
PRES_65f28e41f2,пали|спать|медитация|осознанность|сатипаттхан
PRES_74936e5d59,этимология|ведийский
PRES_74d662c14f,возрастной|категория|древний|тюрк
PRES_7fbd6a22e3,теория|преемственность|дхарма|доктрина|сангока|маппо|японский|буддизм
PRES_80c3a05563,формульность|индия|дарственный|надпись
PRES_82dc5a4985,сакральный|геология|система|знание|вастувидие|наука|строительство|зодчество|пураны
PRES_9294929f41,мотив|буддизм|нарратив|изображение
PRES_a5c792ee0e,сакральный|защита|пространство|долина|катманду
PRES_a6e4236018,субъект|ишварапратьябхиджень-вимаршиня|абхинавагупта
PRES_c417664ebc,символизм|десять|воплощение|вишну|внутренний|калачакра-тантра
PRES_ce1f190968,природопользование|тангутский|государство
PRES_cf863a87de,намтара|будда|шакьямунь|тибет|китайский|пекинский|традиция|танка|коллекция|одесский|киевский|музей|украина
PRES_cf87ec3bf9,элемент|игровой|поэтика|махаянский|описание|ступень|бодхисаттва|текст|большой|праджняпарамит
PRES_cf88b0bf9e,складывание|сикхский|двор|придворный|культура|последний|шесть|гуру
PRES_d7d410a274,исток|праджняпарамит|стихотворный|ядро|традиция
PRES_e17d554abc,традиционный|индия|комментарий|источник|синтаксис|древнеиндийский|язык
PRES_ea5d4b869f,тамильский|поэтический|жанр|каламбах
PRES_f31283e9b4,рамаяна|драма|бхавабхути|последний|приключение|рама
PRES_fc155b3a33,представление|арьяварт|санскрит|источник|история|перспектива
PRES_fc5fc5500b,летний|животный|цикл|исток
PRES_0aedd41026,непосредственный|восприятие|знание|слово|веданта-парибхаш|дхармарадж
PRES_1a19c546ea,третий|измерение|непальский|поэзия
PRES_20d92e0dfe,эволюция|жанр|шахрашуба|контекст|взаимодействие|персоязычный|литература|литература|урду
PRES_20e82a1bf4,юный|представитель|изменить|состояние|сознание
PRES_347180ce4e,кадамбари|современный|мир
PRES_44b7051738,формула|бхукть|мукть|сотериологический|антиномизм|индуистский|тантра
PRES_4557455166,версия|миф|вритр|девибхагаватапуран
PRES_485b7b3478,осесть|бык|индоиранский|картина|мир
PRES_4acd5d51b5,эволюция|буддизм|учение|два|концепция|анатмавад
PRES_5bd9be8d40,разлука|тамильский|поэзия
PRES_5f83d7a499,текст|культ|ваджрапань|восемь|царь|наг|свитка|век|собрание|ивр_ран
PRES_627da820b6,дискуссия|термин|ананга|тамильский|литература
PRES_63aa865de4,практика|движение|прана|текст|кашмирский|автор
PRES_77f698acd5,рамаяна|драма|бхавабхути|последний|деяние|рама
PRES_81b825e701,агамический|текст|способ|самоопределение|ведический|традиция|шива|сутра
PRES_8bd27d8f20,два|парадигма|монизм|бхагавадгита|шанкара|раманудж
PRES_92e44ac148,взаимовлияние|индуизм|буддизм|религия|непалец|легенда|иконография|личный
PRES_9389ab2ec7,неварский|повествовательный|свиток|собрание|маэ_ран|коллекция|минаев|предварительный|сообщение
PRES_972d4079b1,оберхаммер|принцип|религиозно-философский|текст|школа|вишишта-адвайта-ведант
PRES_9991e8b1ef,календарный|обрядность|раджпутов
PRES_a72801a7e5,образ|индуизм|религиозно-философский|мысль|бенгальский|ренессанс
PRES_af6551ce53,выступление|директор|ивр_ран|открытие|конференция
PRES_b27303708f,композиция|апастамб-дхармасутра
PRES_b48f6f5ffd,символический|фигура|ригведа|гимн|речь
PRES_bafd1e3979,живой|традиция|ритуальный|роспись|питхоро|гуджарат|полевой|дать
PRES_c753d8108f,бенгальский|стиль|индия|танец|традиционный|креативный|политический|измерение|программа|возможный|изменение|дополнение|приглашаться|все|желать
PRES_ca1df3941d,дхарма|буддология|актуальный
PRES_d7d08bc77f,матрик|вне|буддизм|текст
PRES_d7ffc90dec,индия|индиец|автобиографический|книга|найполый
PRES_dbced805b6,заметка|расположение|скульптурный|изображение|храмовый|комплекс|согласно|агни-пурана
PRES_df7078b604,чудесный|сосуд|манимехаль
PRES_e5cc1bbb1d,потоцкий|тибет|рукопись|найти|калмыкия
PRES_ea42f7e02c,загадка|поэма|джаясь|падмават
PRES_fe7edab64d,употребление|слово|ригведа
PRES_01484ae69f,концепция|пратитие-самутпад|раннебуддийский|литература|пали|канон
PRES_03273267b3,миф|нарад|пураны|понятие|майя|древнеиндийский|текстовый|традиция
PRES_05159a33dc,символизм|санскрит|алфавит|али-кали|калачакра-тантра
PRES_264f66dc40,индия|монета|найти|раскопка|тилля-тепа
PRES_3a5af630ce,дворцовый|парк|индия|литература
PRES_42786acde4,понимание|первый|изречение|дхаммапад
PRES_5280e823e7,специфика|восприятие|могол|древнеиндийский|эпический|литература
PRES_55eb4b8793,открытие|буддизм|надпись|брахй|центральный|индия|исток|традиция|именование|ранний|буддизм|школа
PRES_5814e91ca6,множественность|будда|сотериология|махасангхик
PRES_5cb1402aa1,вратья|контекст|ритуал|прием|почетный|гость
PRES_5e3a0ceae6,варна|фон|фонема|звукотип
PRES_6b6b57012a,магический|воздействие|погода|культура|кочевник|центральный|азия
PRES_6fe79ec053,спор|абхинавагупта|утпаладев|буддист|первый|часть|ишварапратьябхиджень-вимаршиня
PRES_96ea28da78,представление|джайнский|дигамбарский|традиция|прояснение|термин
PRES_9c14b8613f,образ|карлик|иконографический|программа|индия|храм|аджанта|эллор|аурангабад
PRES_a318f43405,соотношение|лексема|понятие|санскрит|пали|источник
PRES_c1b63ebc67,символ|обозначение|пространство|число|истолкование|текст|вастувидие|пураны
PRES_c7652ed58e,история|юрий_рерих|ладакх
PRES_e1b411bb31,концепция|непальский|надпись
PRES_e9e215c9f0,буддизм|сутра|перевод|раннекитайский|традиция
PRES_efa60f7a38,два|поэма|разлука|тамильский|сборник|паттуппатт|муллейппатт|недунальвадь
PRES_01c8c172a9,символический|язык|вещь
PRES_02fe7e79a6,наблюдатель
PRES_04dccf8d10,представление|брахман|ранний|вишишта-адвайте
PRES_0dca1ac371,старинный|португальский|частушка|этнографический|контекст|южный|азия
PRES_3195691394,элемент|культурный|синтез|бенгальский|поэзия|век
PRES_3666aae128,открытие|индия|сквозь|призма|традиционный|текст|мыслитель|бенгальский|возрождение
PRES_3aa6b03a07,герасим|лебедев|британский|элита|колониальный|калькутта|момент|разрыв
PRES_5505ef8f0c,работа|ленца|западноевропейский|хранилище|восточный|рукопись
PRES_57ae9add27,реальный|ирреальный|новый|поэзия|хинди
PRES_6a7d4db7b5,читта|бодхичитта|раздумье|перевод|буддизм|термин
PRES_6ef9ae63f8,айодхие|через|после|конфликт|современный|проявление|индуистский|фундаментализм|немного|размышление
PRES_7905a089ac,история|агададатт|роман|сангхадас|странствие|васудева
PRES_849b070d56,выступление|директор|ивр_ран|открытие|конференция
PRES_85aa1ef84a,индологический|миф|происхождение|термин|индуизм
PRES_85c4d90172,жемчужный|остров|девибхагавата-пурана
PRES_8d5c85c734,образ|кришна|поэзия|мира_баи
PRES_8f2b093d02,страсть|бесстрастие|бхартирихари
PRES_9484337e22,концепт|майя|шанкара|абхинавагупта|сходство|различие
PRES_9f51b09a94,язык|веданта|европейский|романтизм
PRES_aa8cf0310f,классификация|наука|традиционный|индия|культура
