source_scheme,source_label,target_scheme,target_label,mapping_relation,rationale,evidence_count,review_status,version
conferences_meso,vedic_studies,intellectual_content,texts_philology,related,"Much Vedic work in this corpus is philological (editions, readings), but the meso code does not entail philological method — overlap, not containment.",80,pending,1.0.0
conferences_meso,visual_material_culture,intellectual_content,manuscripts_epigraphy_material,narrow,The visual/material-culture code names the material-culture portion of the IC label's extension (which additionally covers manuscripts and epigraphy).,55,pending,1.0.0
conferences_meso,yoga_ayurveda,intellectual_content,history_culture,related,Ayurveda/history-of-science material overlaps cultural history; associative.,11,pending,1.0.0
conferences_meso,yoga_ayurveda,intellectual_content,religion_philosophy,related,"Yoga is darsana-adjacent, but the code's ayurveda half is history of science — overlap without containment.",11,pending,1.0.0
conferences_theme_l1,art_and_material_culture,intellectual_content,manuscripts_epigraphy_material,related,"Genuine overlap on material-culture evidence, but neither containment: the L1 label adds art-historical work without any text component, while the IC label adds manuscripts and epigraphy the L1 label does not imply.",89,pending,1.0.0
conferences_theme_l1,history_and_culture,intellectual_content,history_culture,exact,Identical rubric under a slightly different label spelling.,247,pending,1.0.0
conferences_theme_l1,linguistics_and_philology,intellectual_content,grammar_linguistics,broad,"The L1 rubric spans linguistics AND philology; grammar_linguistics covers only its linguistic half, so the source extension is broader than the target.",131,pending,1.0.0
conferences_theme_l1,linguistics_and_philology,intellectual_content,texts_philology,broad,"Same rubric's philological half: the L1 label also covers text-critical/editorial work, so it is broader than texts_philology alone.",131,pending,1.0.0
conferences_theme_l1,literature_and_poetry,intellectual_content,literature_poetics,exact,Both denote literary-critical and poetic work; the wording difference (poetry vs poetics) carries no extension difference in this corpus's usage.,286,pending,1.0.0
conferences_theme_l1,religion_and_philosophy,intellectual_content,religion_philosophy,exact,Identical rubric under a slightly different label spelling.,586,pending,1.0.0
conferences_theme_l1,unspecified,intellectual_content,unknown,exact,Both record the same evidential state: the title yields no topic determination (the reliability packet's rule that unspecified titles stay unspecified).,23,pending,1.0.0
conferences_theme_l2,classical,renou_state,IV,related,"Broad historical affinity with Renou état IV (Classical) only; same axis caveat as l2:vedic — a period-of-subject label, not a language-state assignment.",550,pending,1.0.0
conferences_theme_l2,colonial,intellectual_content,,unmapped,"Period-of-subject label; Renou's five états do not periodize colonial Indian history, and the topic axis carries no period semantics — mapping would conflate orthogonal axes.",112,pending,1.0.0
conferences_theme_l2,contemporary,intellectual_content,,unmapped,"Period-of-subject label; Renou's five états do not periodize contemporary Indian history, and the topic axis carries no period semantics — mapping would conflate orthogonal axes.",112,pending,1.0.0
conferences_theme_l2,medieval,intellectual_content,,unmapped,"Period-of-subject label; Renou's five états do not periodize medieval Indian history, and the topic axis carries no period semantics — mapping would conflate orthogonal axes.",297,pending,1.0.0
conferences_theme_l2,modern,intellectual_content,,unmapped,"Period-of-subject label; Renou's five états do not periodize modern Indian history, and the topic axis carries no period semantics — mapping would conflate orthogonal axes.",139,pending,1.0.0
conferences_theme_l2,unspecified,intellectual_content,,unmapped,Period-axis bookkeeping value ('no period visible in the title'); identifying it with another axis' unknown slot would be exactly the cross-axis bookkeeping conflation the codebooks forbid.,74,pending,1.0.0
conferences_theme_l2,vedic,renou_state,I,related,"Broad historical affinity with Renou état I (Vedic) only: L2 periodizes the talk's subject matter while the état periodizes states of the Sanskrit language/literature; per the handoff rule broad affinity is related, never exact.",78,pending,1.0.0
conferences_theme_l3,archive,intellectual_content,institutions_field_history,related,In this corpus archival evidence predominantly means scholars' archives and expedition papers — associative overlap with field history; still an evidence medium.,70,pending,1.0.0
conferences_theme_l3,artefact,intellectual_content,manuscripts_epigraphy_material,related,"Artefact-based evidence overlaps the material-culture rubric, but the L3 label says how the talk evidences, not what it is about — associative, not containment.",79,pending,1.0.0
conferences_theme_l3,fieldwork,intellectual_content,,unmapped,"Method/medium marker (ethnographic fieldwork); the topic it evidences varies freely across rubrics, so no topic mapping is defensible.",106,pending,1.0.0
conferences_theme_l3,image,intellectual_content,manuscripts_epigraphy_material,related,"Visual evidence overlaps art-historical/material-culture work; still a medium marker, not a topic.",21,pending,1.0.0
conferences_theme_l3,text,intellectual_content,,unmapped,Every discipline in the corpus uses textual evidence; the medium marker carries no topical information (a religion talk and a grammar talk both evidence from texts).,1067,pending,1.0.0
conferences_theme_l3,unspecified,intellectual_content,,unmapped,"Evidence-medium bookkeeping value; no content to map, and cross-axis identification with IC unknown would conflate distinct axes.",19,pending,1.0.0
conferences_theme_l4,applied,intellectual_content,,unmapped,Mode-of-inquiry marker (applied-research); orthogonal to both shared axes — forcing it into a topic or function label would fabricate content the label does not carry.,92,pending,1.0.0
conferences_theme_l4,fundamental,intellectual_content,,unmapped,Mode-of-inquiry marker (fundamental-research); orthogonal to both shared axes — forcing it into a topic or function label would fabricate content the label does not carry.,1226,pending,1.0.0
conferences_theme_l4,methodological,intellectual_content,,unmapped,Mode-of-inquiry marker (methodological); orthogonal to both shared axes — forcing it into a topic or function label would fabricate content the label does not carry.,44,pending,1.0.0
nagari_native_taxonomy,грамматика/панини,intellectual_content,grammar_linguistics,narrow,Paninian-grammar threads inside the grammar rubric.,0,pending,1.0.0
nagari_native_taxonomy,грамматика/учебник,community_function,teaching_learning,related,"Threads under this native label usually also perform the teaching-exchange function, but the label classifies the material, not the act — associative.",9,pending,1.0.0
nagari_native_taxonomy,грамматика/учебник,intellectual_content,teaching_learning,narrow,Textbook/self-study threads are pedagogical material proper.,9,pending,1.0.0
nagari_native_taxonomy,инструменты/pdf,community_function,resource_sharing,related,PDF threads predominantly share scans/files; associative with the sharing function.,0,pending,1.0.0
nagari_native_taxonomy,инструменты/pdf,intellectual_content,digital_computational,related,"PDF/OCR/scan threads overlap digital work but are often mere file exchange — overlap, not containment.",0,pending,1.0.0
nagari_native_taxonomy,инструменты/сайт,intellectual_content,digital_computational,narrow,Site/app/database threads are digital-infrastructure work.,4,pending,1.0.0
nagari_native_taxonomy,инструменты/шрифт,intellectual_content,digital_computational,narrow,Font/encoding/transliteration threads; the IC label's inclusion line names fonts and encodings.,1,pending,1.0.0
nagari_native_taxonomy,книги_и_раздача/книга,community_function,resource_sharing,narrow,Book give-away/distribution threads directly perform the resource-sharing function.,5,pending,1.0.0
nagari_native_taxonomy,книги_и_раздача/книга,intellectual_content,,unmapped,"The native label encodes distribution of books, not the books' topic; no intellectual-content label is derivable from it.",5,pending,1.0.0
nagari_native_taxonomy,лексикография/словарь,intellectual_content,grammar_linguistics,narrow,Dictionary/lexicography threads; the IC label's inclusion line names lexicography as part of the linguistics rubric.,19,pending,1.0.0
nagari_native_taxonomy,лексикография/этимология,intellectual_content,grammar_linguistics,narrow,Etymology threads are historical-linguistic work.,0,pending,1.0.0
nagari_native_taxonomy,прочее/астрология,intellectual_content,religion_philosophy,related,"Jyotisa material sits at the edge of the religio-philosophical rubric; associative affinity, no containment.",0,pending,1.0.0
nagari_native_taxonomy,тексты/текст,intellectual_content,texts_philology,related,"Thread-level discussion of named texts (Mbh, Gita, translations) overlaps philology but is not necessarily text-critical work — overlap, not containment.",35,pending,1.0.0
nagari_native_taxonomy,тексты/чтение,community_function,teaching_learning,narrow,The native label directly encodes the reading-session teaching function of the thread.,0,pending,1.0.0
nagari_native_taxonomy,тексты/чтение,intellectual_content,teaching_learning,narrow,Guided reading-group threads; the IC label's inclusion line names guided reading.,0,pending,1.0.0
native_topic,bvp:native_category,intellectual_content,,unmapped,status=proposed placeholder; no BVP native category scheme was observed in the H1896 partial acquisition — nothing exists to map.,0,pending,1.0.0
native_topic,conferences:programme_topic,intellectual_content,,unmapped,"Namespace label whose values are free-text programme themes; the label itself has no fixed semantic content — per-value mapping would be a per-record classification decision, not a label crosswalk.",1362,pending,1.0.0
native_topic,indology_l:subject_keyword,intellectual_content,,unmapped,"Namespace label, and the INDOLOGY-L adapter is unavailable (blocked on H1894), so no label values are even attested; mapping would invent labels from planning prose.",0,pending,1.0.0
native_topic,nagari:group_thread_topic,intellectual_content,,unmapped,Namespace label whose values are verbatim thread subject lines; no fixed semantic content at the label level.,300,pending,1.0.0
native_topic,other,intellectual_content,other,related,"Native-vocabulary catch-all vs shared-axis catch-all: same role on different axes; their contents need not coincide, so related, not exact.",156,pending,1.0.0
native_topic,unknown,intellectual_content,unknown,exact,Both record the same evidential state: no topic determinable from the source evidence.,0,pending,1.0.0
native_topic,vk_ors:hashtag,intellectual_content,,unmapped,"Namespace label over an open self-applied hashtag vocabulary; hashtag values are record-level evidence, not a closed label set.",864,pending,1.0.0
renou_register,atharva,intellectual_content,religion_philosophy,related,Atharvavedic corpus register; same affinity-only reasoning as rgveda.,3,pending,1.0.0
renou_register,bauddha,intellectual_content,religion_philosophy,narrow,"Buddhist(-hybrid) Sanskrit literature register: matched talks are Buddhist studies, inside the religion rubric.",151,pending,1.0.0
renou_register,bhasya,intellectual_content,religion_philosophy,related,The same commentaries carry doctrinal content; associative overlap.,25,pending,1.0.0
renou_register,bhasya,intellectual_content,texts_philology,related,"Commentarial literature as philological object (editions, readings); overlap without containment.",25,pending,1.0.0
renou_register,brahmana,intellectual_content,religion_philosophy,related,Brahmana ritual-exegesis literature; affinity with the religion rubric only.,9,pending,1.0.0
renou_register,epic,intellectual_content,literature_poetics,related,Epic literature register; overlaps literary scholarship without containment.,55,pending,1.0.0
renou_register,epic,intellectual_content,religion_philosophy,related,Epic material is also studied as religious literature; associative overlap.,55,pending,1.0.0
renou_register,epig,intellectual_content,manuscripts_epigraphy_material,narrow,Epigraphic register: inscription work is named in the IC label itself.,15,pending,1.0.0
renou_register,hors_inde,intellectual_content,history_culture,related,"Sanskrit outside India (Khotan, Sogdiana, Tocharian areas): affinity with area/contact history; no containment.",2,pending,1.0.0
renou_register,jaina,intellectual_content,religion_philosophy,narrow,Jaina Sanskrit literature register: matched talks are Jaina studies.,9,pending,1.0.0
renou_register,karika,intellectual_content,religion_philosophy,related,Karika verse-treatises are predominantly philosophical compendia; affinity only.,1,pending,1.0.0
renou_register,katha,intellectual_content,literature_poetics,narrow,Narrative-literature register: talks on katha material are literary scholarship.,50,pending,1.0.0
renou_register,kavya,intellectual_content,literature_poetics,narrow,Court-poetry register: talks on kavya material are literary scholarship proper.,297,pending,1.0.0
renou_register,natya,intellectual_content,literature_poetics,narrow,Drama register: talks on natya material are literary/performance scholarship.,39,pending,1.0.0
renou_register,purana,intellectual_content,religion_philosophy,related,Puranic literature; affinity with religious-literature study.,38,pending,1.0.0
renou_register,rgveda,intellectual_content,religion_philosophy,related,"Rgvedic corpus register: matched talks concern Vedic religious literature — broad historical affinity only (register is a text-class, not a topic).",17,pending,1.0.0
renou_register,smrti,intellectual_content,religion_philosophy,related,Smrti/dharmasastra literature; affinity with doctrinal/normative study.,4,pending,1.0.0
renou_register,sutra,intellectual_content,religion_philosophy,related,Srauta/grhya/kalpa-sutra ritual literature; affinity with ritual studies only.,25,pending,1.0.0
renou_register,tantra,intellectual_content,religion_philosophy,related,Tantric literature; affinity with religious-tradition study.,47,pending,1.0.0
renou_register,unknown,intellectual_content,,unmapped,"Bookkeeping label: no register determinable; says nothing about topical evidence, so no cross-axis identification is defensible.",0,pending,1.0.0
renou_register,upanisad,intellectual_content,religion_philosophy,related,Upanisadic literature; affinity with religio-philosophical study only.,10,pending,1.0.0
renou_register,vyakarana,intellectual_content,grammar_linguistics,narrow,"The vyakarana register denotes grammatical literature itself; a talk matched here is grammar-and-linguistics work, so containment is defensible (source within target).",20,pending,1.0.0
renou_register,yajus,intellectual_content,religion_philosophy,related,Yajurvedic corpus register; same affinity-only reasoning.,0,pending,1.0.0
renou_state,I,intellectual_content,religion_philosophy,related,"Etat I (Vedic) is matched by the layer's own veda/samhita/brahmana/upanisad patterns, so matched talks overwhelmingly concern Vedic religious literature — broad historical affinity, which per the handoff rule is related, never exact; the etat denotes a state of the language, not a subject.",92,pending,1.0.0
renou_state,II,intellectual_content,grammar_linguistics,related,"Etat II (Paninian) is matched by the layer's own vyakarana/grammar patterns; strong associative overlap with the grammar rubric, though the etat denotes the grammarians' language state, not the topic of grammar.",22,pending,1.0.0
renou_state,III,intellectual_content,literature_poetics,related,Etat III (Epic & prolongements) is matched by epic/purana/smrti/tantra patterns; epic material overlaps literary scholarship — affinity only.,131,pending,1.0.0
renou_state,III,intellectual_content,religion_philosophy,related,"The same etat's purana/smrti/tantra/gita prolongements are religious literature; affinity only, same caveat.",131,pending,1.0.0
renou_state,IV,intellectual_content,literature_poetics,related,"Etat IV (Classical) is matched by kavya/drama/katha/sastra patterns — classical literary material; affinity only, the etat remains a language state.",315,pending,1.0.0
renou_state,V,intellectual_content,religion_philosophy,related,Etat V (Buddhist/Jaina) matches bauddha/jaina patterns — religious-tradition material; affinity only.,182,pending,1.0.0
renou_state,not_applicable,intellectual_content,,unmapped,Bookkeeping label (the record is outside the scheme's applicability); no content to map.,0,pending,1.0.0
renou_state,unknown,intellectual_content,,unmapped,"Bookkeeping label: no Renou etat determinable. Unlike native_topic:unknown, this says nothing about topical evidence (the topic may be perfectly clear), so no cross-axis identification with IC unknown is defensible.",0,pending,1.0.0
shared_topic,digital_computational,intellectual_content,digital_computational,exact,"H1893 shared_topic label carried forward unchanged (same label_id, same definition) into the canonical intellectual_content codebook named in ARCHITECTURE's planned layout; file-level supersession, not a semantic change.",0,pending,1.0.0
shared_topic,grammar_linguistics,intellectual_content,grammar_linguistics,exact,"H1893 shared_topic label carried forward unchanged (same label_id, same definition) into the canonical intellectual_content codebook named in ARCHITECTURE's planned layout; file-level supersession, not a semantic change.",0,pending,1.0.0
shared_topic,history_culture,intellectual_content,history_culture,exact,"H1893 shared_topic label carried forward unchanged (same label_id, same definition) into the canonical intellectual_content codebook named in ARCHITECTURE's planned layout; file-level supersession, not a semantic change.",0,pending,1.0.0
shared_topic,institutions_field_history,intellectual_content,institutions_field_history,exact,"H1893 shared_topic label carried forward unchanged (same label_id, same definition) into the canonical intellectual_content codebook named in ARCHITECTURE's planned layout; file-level supersession, not a semantic change.",0,pending,1.0.0
shared_topic,literature_poetics,intellectual_content,literature_poetics,exact,"H1893 shared_topic label carried forward unchanged (same label_id, same definition) into the canonical intellectual_content codebook named in ARCHITECTURE's planned layout; file-level supersession, not a semantic change.",0,pending,1.0.0
shared_topic,manuscripts_epigraphy_material,intellectual_content,manuscripts_epigraphy_material,exact,"H1893 shared_topic label carried forward unchanged (same label_id, same definition) into the canonical intellectual_content codebook named in ARCHITECTURE's planned layout; file-level supersession, not a semantic change.",0,pending,1.0.0
shared_topic,other,intellectual_content,other,exact,"H1893 shared_topic label carried forward unchanged (same label_id, same definition) into the canonical intellectual_content codebook named in ARCHITECTURE's planned layout; file-level supersession, not a semantic change.",0,pending,1.0.0
shared_topic,religion_philosophy,intellectual_content,religion_philosophy,exact,"H1893 shared_topic label carried forward unchanged (same label_id, same definition) into the canonical intellectual_content codebook named in ARCHITECTURE's planned layout; file-level supersession, not a semantic change.",0,pending,1.0.0
shared_topic,teaching_learning,intellectual_content,teaching_learning,exact,"H1893 shared_topic label carried forward unchanged (same label_id, same definition) into the canonical intellectual_content codebook named in ARCHITECTURE's planned layout; file-level supersession, not a semantic change.",0,pending,1.0.0
shared_topic,texts_philology,intellectual_content,texts_philology,exact,"H1893 shared_topic label carried forward unchanged (same label_id, same definition) into the canonical intellectual_content codebook named in ARCHITECTURE's planned layout; file-level supersession, not a semantic change.",0,pending,1.0.0
shared_topic,unknown,intellectual_content,unknown,exact,"H1893 shared_topic label carried forward unchanged (same label_id, same definition) into the canonical intellectual_content codebook named in ARCHITECTURE's planned layout; file-level supersession, not a semantic change.",0,pending,1.0.0
nagari_native_taxonomy,грамматика/метрика_чхандас,intellectual_content,grammar_linguistics,narrow,Chandas/meter (prosody) is classical Sanskrit linguistic-grammatical work.,13,pending,1.0.0
nagari_native_taxonomy,грамматика/сандхи_фонетика,intellectual_content,grammar_linguistics,narrow,Sandhi and phonetics are core grammar; the IC label's inclusion line names sandhi/morphology explicitly.,394,pending,1.0.0
nagari_native_taxonomy,грамматика/синтаксис,intellectual_content,grammar_linguistics,narrow,Syntax and word-order questions are grammatical-linguistic work.,103,pending,1.0.0
nagari_native_taxonomy,грамматика/склонение_падеж,intellectual_content,grammar_linguistics,narrow,Case/declension questions are core Sanskrit grammar.,184,pending,1.0.0
nagari_native_taxonomy,грамматика/словообразование_сложные_слова,intellectual_content,grammar_linguistics,narrow,"Compound formation (samasa, tatpurusa, bahuvrihi) is classical grammatical analysis.",89,pending,1.0.0
nagari_native_taxonomy,грамматика/спряжение_глагол,intellectual_content,grammar_linguistics,narrow,Verb conjugation/class questions are core Sanskrit grammar.,176,pending,1.0.0
nagari_native_taxonomy,грамматика/частицы_служебные_слова,intellectual_content,grammar_linguistics,narrow,Particle/function-word questions are grammatical-linguistic work.,89,pending,1.0.0
nagari_native_taxonomy,грамматика/часть_речи,intellectual_content,grammar_linguistics,narrow,Part-of-speech identification is basic grammatical analysis.,11,pending,1.0.0
nagari_native_taxonomy,инструменты/корпус_данные,intellectual_content,digital_computational,narrow,Corpus/dataset-compilation discussion is digital-infrastructure work; the IC label's inclusion line names corpora explicitly.,41,pending,1.0.0
nagari_native_taxonomy,инструменты/программа_приложение,intellectual_content,digital_computational,narrow,Software/application discussion is digital-computational work.,163,pending,1.0.0
nagari_native_taxonomy,история_и_культура/индия_путешествие,intellectual_content,history_culture,related,"Travel-to-India accounts often carry cultural observation, but are frequently social/logistical rather than history-of-culture proper -- overlap, not containment.",133,pending,1.0.0
nagari_native_taxonomy,история_и_культура/персона_ученый,intellectual_content,institutions_field_history,narrow,Discussion of a named scholar's biography/work is exactly the field-history rubric's inclusion line (biography of scholars).,123,pending,1.0.0
nagari_native_taxonomy,история_и_культура/традиция_философия,intellectual_content,religion_philosophy,narrow,"Darsana/tradition/philosophy discussion (Advaita, Vedanta, Samkhya) is the religion_philosophy rubric proper.",99,pending,1.0.0
nagari_native_taxonomy,книги_и_раздача/обмен_файлами,intellectual_content,,unmapped,"The native label encodes a file-sharing act (Rapidshare/torrent links), not a topic; no intellectual-content label is derivable, matching the sibling книги_и_раздача/книга unmapped precedent.",59,pending,1.0.0
nagari_native_taxonomy,книги_и_раздача/обмен_файлами,community_function,resource_sharing,narrow,File-sharing-link threads directly perform the resource-sharing function.,59,pending,1.0.0
