presentation_id,event_id,year,series,title,l1,l1_conf,l2,l2_conf,l3,l3_conf,l4,l4_conf
PRES_f6b5ca3d,E2006,2006,Zograf Readings,К проблеме древнеиндийской хронологии,,0.0,,0.0,,0.0,methodological,1.0
PRES_b2249eb0,E2006,2006,Zograf Readings,Завершающие строфы «Махабхараты»: лексика и семантика,linguistics,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_6c2c0439,E2006,2006,Zograf Readings,Тема деревни в «Саттасаи»,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_83d61a7f,E2006,2006,Zograf Readings,О соотношении санскритского и тибетского текстов «Гимна,tibetology,1.0,,0.0,text,1.0,fundamental,0.0
PRES_e3d95058,E2006,2006,Zograf Readings,Вытеснение согласного во избежание возникновения тяжелой группы трех шумных согласных в индоиранском,,0.0,,0.0,,0.0,fundamental,0.0
PRES_3229f04e,E2006,2006,Zograf Readings,Технические приспособления для рубрикации корней в,,0.0,,0.0,,0.0,fundamental,0.0
PRES_e5db3c22,E2006,2006,Zograf Readings,Представления об обществе и власти в «Бхагавата-пуране»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_27dd6326,E2006,2006,Zograf Readings,Место «Девибхагавата-пураны» в процессе эволюции шактизма,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_3515727e,E2006,2006,Zograf Readings,Изображение и текст: древнеиндийские рельефы и буддийские вербальные тексты,religion,1.0,,0.0,text,0.85,fundamental,0.0
PRES_a48d03aa,E2006,2006,Zograf Readings,Царь − установитель дхармы. Практический аспект идеологической концепции,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_447ccd2a,E2006,2006,Zograf Readings,Некоторые наблюдения над царской титулатурой индо-греков,,0.0,,0.0,,0.0,fundamental,0.0
PRES_cc5f6c66,E2006,2006,Zograf Readings,Санскритское upa-śru-: «слышать» или «вслушиваться»? Об одном древнеиндийском способе гадания,linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_8f26b9e5,E2006,2006,Zograf Readings,Отряхивающийся ныряльщик: о специфическом фольклорном мотиве в эпических и пуранических версиях «Сказания о Вепре» (Varāha-kathā),literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_7c39bd4a,E2006,2006,Zograf Readings,Об особенностях самосознания представителей «низких каст» в современных условиях,,0.0,modern,1.0,,0.0,fundamental,0.0
PRES_f8c2c7bf,E2006,2006,Zograf Readings,Символика и способы почитания богини Тары в индуизме (с демонстрацией видеоматериалов),religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_dcb1d6f5,E2006,2006,Zograf Readings,Комментарий к комментарию (Г.С.Лебедев и культурная жизнь Калькутты в 1790-х годах),,0.0,,0.0,text,1.0,fundamental,0.0
PRES_ea8d18b3,E2006,2006,Zograf Readings,Интерпретация идей Упанишад у Раммохона Роя и Дебендронатха Тагора,literature,0.85,vedic,0.85,,0.0,fundamental,0.0
PRES_49b28904,E2006,2006,Zograf Readings,Безымянный герой (о романах Хазарипрасада Двиведи),literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_3ec60898,E2006,2006,Zograf Readings,К вопросу о сюжетных и стилистических истоках ранних приключенческих романов на хинди,literature,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_cfad7c49,E2006,2006,Zograf Readings,Модели христианского и индо-буддийского времени в современной литературе,literature,0.85,modern,1.0,,0.0,fundamental,0.0
PRES_420e9c61,E2006,2006,Zograf Readings,Индийские философские тексты: композиция как часть содержания,philosophy,1.0,,0.0,text,1.0,fundamental,0.0
PRES_818b8d4a,E2006,2006,Zograf Readings,Механизмы передачи сакрального текста в школах раннего буддизма (К постановке проблемы),religion,1.0,,0.0,text,1.0,fundamental,0.0
PRES_747d61c4,E2006,2006,Zograf Readings,Бхартрихари и Дхармакирти о возможности рефлексивного акта познания,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_5e122b1b,E2006,2006,Zograf Readings,Тема уточняется,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_23abf628,E2006,2006,Zograf Readings,«Ādau vāda āsīt»: о переводах Библии на санскрит,linguistics,1.0,,0.0,text,1.0,fundamental,0.0
PRES_6061e2e5,E2007,2007,Zograf Readings,Санскритское письмо как последовательная фонетическая транскрипция,linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_c4a95228,E2007,2007,Zograf Readings,«Великие» и «малые» в надписях Ашоки,,0.0,,0.0,,0.0,fundamental,0.0
PRES_7e8f1029,E2007,2007,Zograf Readings,«Очерки Цейлона и Индии» И. П. Минаева как источник по изучению культурной истории Индии,history,1.0,,0.0,,0.0,fundamental,0.0
PRES_58f3d883,E2007,2007,Zograf Readings,Описания военной техники в индийском сочинении XI века «Шри Калачакра тантра раджа»,religion,1.0,medieval,1.0,,0.0,fundamental,0.0
PRES_9c12145b,E2007,2007,Zograf Readings,От смерти к новому рождению. Учение о промежуточном существовании в «Абхидхармакоше» Васубандху,,0.0,,0.0,,0.0,fundamental,0.0
PRES_869fc621,E2007,2007,Zograf Readings,В чем непосредственность непосредственного восприятия в буддийской эпистемологии?,philosophy,0.85,,0.0,,0.0,fundamental,0.0
PRES_bbce25c3,E2007,2007,Zograf Readings,Философ Нагарджуна – персонаж пракритского романа «Лилаваи»,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_211b356c,E2007,2007,Zograf Readings,«Гимн Таре» Сарваджнямитры и его тибетские переводы,tibetology,1.0,,0.0,text,1.0,fundamental,0.0
PRES_eb09fb04,E2007,2007,Zograf Readings,К вопросу о статусе «естественного описания» в индийской поэтике,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_61efc627,E2007,2007,Zograf Readings,Сезонный и суточный циклы в санскритской драме (структура санскритской драмы),linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_eaf99217,E2007,2007,Zograf Readings,Плач в составе древней махакавьи,literature,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_bc00c93c,E2007,2007,Zograf Readings,О быках и людях (Образ «Стада» в скотоводческом эпосе Южной Индии),literature,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_1c56a045,E2007,2007,Zograf Readings,Индийские памятники героям в сравнительном освещении (К вопросу о материальном соответствии поэтической формуле «непреходящая слава»),art_archaeology,1.0,,0.0,artefact,1.0,fundamental,0.0
PRES_1fcf5a72,E2007,2007,Zograf Readings,К вопросу об эндогамии касты,,0.0,,0.0,,0.0,fundamental,0.0
PRES_45b62019,E2007,2007,Zograf Readings,Миф о Махишасурамардани в Девибхагавата- и Калика-пуранах,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_57d733e8,E2007,2007,Zograf Readings,«Мадхан-кам» – народная драма Северной Бенгалии (с демонстрацией видеоматериалов),linguistics,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_a19a2614,E2007,2007,Zograf Readings,«Рассказ о рани Кетаки» Инш-алла Хана в контексте развития ранней прозы на хинди и урду,linguistics,0.85,modern,1.0,text,1.0,fundamental,0.0
PRES_800b83e3,E2007,2007,Zograf Readings,Дидактические шатаки в литературе телугу (К характеристике жанровых особенностей),literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_4c37397a,E2007,2007,Zograf Readings,Некоторые проблемы становления вишишта-адвайты,,0.0,,0.0,,0.0,fundamental,0.0
PRES_b06d3a16,E2007,2007,Zograf Readings,Язык как источник аргументации (на примере рассуждений о самбандхе),linguistics,0.85,,0.0,,0.0,fundamental,0.0
PRES_0954ae8b,E2007,2007,Zograf Readings,Теоретические аспекты учения тантрической школы кула (согласно «Куларнава-тантре»),religion,1.0,medieval,1.0,,0.0,fundamental,0.0
PRES_ad4e9097,E2007,2007,Zograf Readings,Образ Чайтаньи в традиционных бенгальских текстах,linguistics,0.85,modern,1.0,text,1.0,fundamental,0.0
PRES_bfd49e24,E2007,2007,Zograf Readings,Лингвофилософское в «Пара-тримшика-виварана» Абхинавагупты,philosophy,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_d93a83cf,E2010,2010,Zograf Readings,«Рагхуванша» Калидасы глазами тамилиста,,0.0,classical,1.0,,0.0,fundamental,0.0
PRES_630be828,E2010,2010,Zograf Readings,Царица в дворцовом парке,,0.0,,0.0,,0.0,fundamental,0.0
PRES_bed347e3,E2010,2010,Zograf Readings,«Археология» раннебуддийского доктринального текста на примере главы о буддхакшетрах («полях Будд») из Махавасту,history,0.85,,0.0,text,1.0,fundamental,0.0
PRES_f79250fa,E2010,2010,Zograf Readings,Миф о Ветале и Бхайраве в «Калика-пуране»,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_daf846e5,E2010,2010,Zograf Readings,Сравнительный анализ генезиса рефлексии в индийской и европейской философских традициях: визуальные и лингвистические детерминанты,philosophy,1.0,,0.0,,0.0,fundamental,0.0
PRES_f76d178c,E2010,2010,Zograf Readings,Потенциальное и актуальное в буддийском учении о восприятии,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_fab252aa,E2010,2010,Zograf Readings,Проблема уникальности природы человеческой души в философской системе Ямуначарьи,philosophy,1.0,,0.0,,0.0,fundamental,0.0
PRES_04d7c778,E2010,2010,Zograf Readings,Индийский эпос «Дхола-Мару» и «Сказка о царе Салтане» А.С.Пушкина,literature,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_c48cf519,E2010,2010,Zograf Readings,Концепция игры в индийской традиции (кридаяника в «Натьяшастре»),,0.0,,0.0,,0.0,fundamental,0.0
PRES_141ded21,E2010,2010,Zograf Readings,Ордалия раскаленной монетой (taptamàşa): текст и реальность,,0.0,,0.0,text,0.85,fundamental,0.0
PRES_f82cda7b,E2010,2010,Zograf Readings,Mārgī/deśī: о двух способах интерпретации индийского танца,,0.0,,0.0,,0.0,fundamental,0.0
PRES_ee3bcbd5,E2011,2011,Zograf Readings,Тема весны в старой тамильской поэзии,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_e1ef4b4b,E2011,2011,Zograf Readings,О композиции вступительных глав «Сказания о Шакунтале»,art_archaeology,1.0,,0.0,artefact,1.0,fundamental,0.0
PRES_fc656e63,E2011,2011,Zograf Readings,Прием почетного гостя-атитхи по материалам древнеиндийских ритуальных текстов,religion,1.0,,0.0,text,1.0,fundamental,0.0
PRES_d58ac091,E2011,2011,Zograf Readings,Индия в поэзии йафиитов (Южная Аравия),literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_43ebab27,E2011,2011,Zograf Readings,Существует ли психофизическая проблема (mind-body problem) в буддизме?,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_37ea1d7c,E2011,2011,Zograf Readings,Метафора в «Махабхарате»,,0.0,classical,1.0,,0.0,fundamental,0.0
PRES_5e04c215,E2011,2011,Zograf Readings,Драупади в Зале собрания (роль бога Дхармы),religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_0e595f77,E2011,2011,Zograf Readings,Интерпретация учения об аватарах Вишну в «Девибхагавата-пуране»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_9b43f028,E2011,2011,Zograf Readings,Поэтические жанры индийской литературы в тибетском буддийском каноне,tibetology,1.0,,0.0,,0.0,fundamental,0.0
PRES_971bcae9,E2011,2011,Zograf Readings,Об изучении четвертой главы «Абхисамая-аланкары»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_a54c7a6a,E2011,2011,Zograf Readings,Интерпретация символов ‘ом’ и ‘сиддхам’ в мангала-шлоках санскритских рукописей,linguistics,1.0,,0.0,text,0.85,fundamental,0.0
PRES_8d1cd3aa,E2011,2011,Zograf Readings,Проблема энергии в тантре,religion,1.0,medieval,1.0,,0.0,fundamental,0.0
PRES_532e4753,E2011,2011,Zograf Readings,Энергийный прагматизм в тамильской культуре,,0.0,,0.0,,0.0,fundamental,0.0
PRES_19d8162e,E2011,2011,Zograf Readings,Некоторые аспекты полемического дискурса в индийских религиозно-философских традициях,philosophy,1.0,,0.0,,0.0,fundamental,0.0
PRES_91eaaa2e,E2011,2011,Zograf Readings,Samarasa и svasamvedya в абхишека-патале Хеваджра-тантры согласно Муктавалихеваджрапаньджике Ратнакарашанти,religion,1.0,medieval,1.0,,0.0,fundamental,0.0
PRES_9f52c109,E2011,2011,Zograf Readings,Другой в традиции индуизма и философии Бенгальского Возрождения: Опыт сопоставления,linguistics,0.8,modern,1.0,,0.0,fundamental,0.0
PRES_399ec7a6,E2011,2011,Zograf Readings,Санскритизация и философские проблемы языковой политики,linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_11377a5e,E2011,2011,Zograf Readings,Рабиндранат Тагор: уровни поэтического высказывания,literature,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_226ea2f7,E2011,2011,Zograf Readings,Словесные фигуры и принцип «непрямого высказывания» (вакрокти) в средневековой поэтике,literature,1.0,medieval,1.0,,0.0,fundamental,0.0
PRES_9c7399d6,E2011,2011,Zograf Readings,«Ярость» Рушди,literature,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_7eb58580,E2011,2011,Zograf Readings,«Будда из пригорода» Ханифа Курейши: иммигрантский текст индо-британской литературы,literature,1.0,,0.0,text,1.0,fundamental,0.0
PRES_6306a86d,E2011,2011,Zograf Readings,Концепт svadharma в кастовой идеологии,,0.0,,0.0,,0.0,fundamental,0.0
PRES_fd2aece3,E2011,2011,Zograf Readings,Мифологии северных мунда как источник для реконструкции сюжета создания человека у населения евразийских степей в эпоху бронзы,literature,0.8,,0.0,,0.0,fundamental,0.0
PRES_d37ce91f,E2011,2011,Zograf Readings,Половозрастная стратификация общества в ведийских текстах,religion,1.0,vedic,1.0,text,1.0,fundamental,0.0
PRES_2b083ca8,E2011,2011,Zograf Readings,"«Юные» в окружении царя Раджасинхи II—го (XVII век, Шри Ланка)",,0.0,,0.0,,0.0,fundamental,0.0
PRES_83b062c0,E2011,2011,Zograf Readings,Герасим Лебедев и британская элита колониальной Калькутты,,0.0,colonial,1.0,,0.0,fundamental,0.0
PRES_d0193c36,E2011,2011,Zograf Readings,О первых христианских миссионерах в Индии,,0.0,,0.0,,0.0,fundamental,0.0
PRES_96ca04c8,E2011,2011,Zograf Readings,Глава о надзирателе за архивом в «Артхашастре» Каутильи в контексте информации надписей времени Гуптов,history,1.0,,0.0,text,0.85,fundamental,0.0
PRES_d533f5af,E2011,2011,Zograf Readings,Саттрия: рождение нового индийского классического танца в Ассаме,,0.0,,0.0,,0.0,fundamental,0.0
PRES_e79a95a1,E2012,2012,Zograf Readings,«Рамаяна»  в драме Бхавабхути «Последние деяния Рамы»,literature,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_e8eb2449,E2012,2012,Zograf Readings,Практики движения праны в текстах кашмирских авторов,,0.0,,0.0,text,0.85,fundamental,0.0
PRES_d3f5e3d8,E2012,2012,Zograf Readings,Особенности композиции «Апастамба-дхармасутры»,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_516e0951,E2012,2012,Zograf Readings,Агамический текст как способ самоопределения ведической традиции (на примере «Шива сутры»),,0.0,,0.0,text,1.0,fundamental,0.0
PRES_8b51545e,E2012,2012,Zograf Readings,Версия мифа о Вритре в «Девибхагаватапуране»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_c2127c29,E2012,2012,Zograf Readings,Еще раз о теме разлуки в тамильской поэзии,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_38d4f35c,E2012,2012,Zograf Readings,Дискуссия о значении термина анангу в тамильской литературе,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_1630a310,E2012,2012,Zograf Readings,Текст по культу Ваджрапани и восьми царей нагов в свитке XIII века Дх-178 из собрания ИВР РАН,,0.0,,0.0,text,1.0,fundamental,0.0
PRES_a3c90f7f,E2012,2012,Zograf Readings,"Ян Потоцкий и тибетская рукопись, найденная в Калмыкии",tibetology,1.0,,0.0,text,0.85,fundamental,0.0
PRES_251ba409,E2012,2012,Zograf Readings,Непосредственное восприятие как знание из слов по материалам «Веданта-парибхаши» Дхармараджи,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_b24bfaf6,E2012,2012,Zograf Readings,Матрики вне буддийских текстов,religion,1.0,,0.0,text,1.0,fundamental,0.0
PRES_4778ea8f,E2012,2012,Zograf Readings,Две парадигмы монизма в интерпретации «Бхагавадгиты»: Шанкара и Рамануджа,philosophy,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_38a7aad6,E2012,2012,Zograf Readings,Г. Оберхаммер и его принципы изучения религиозно-философских текстов школы вишишта-адвайта-веданты,philosophy,1.0,,0.0,text,1.0,fundamental,0.0
PRES_45a28bad,E2012,2012,Zograf Readings,Формула «бхукти — мукти» и сотериологический антиномизм индуистской тантры,religion,1.0,medieval,1.0,,0.0,fundamental,0.0
PRES_4a9195e3,E2012,2012,Zograf Readings,Эволюция буддистского учения о не-«я»: две концепции анатмавады,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_a6954cf5,E2012,2012,Zograf Readings,Дхарма и буддология. Актуальные проблемы,religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_ace875b8,E2012,2012,Zograf Readings,Образ индуизма в религиозно-философской мысли Бенгальского Ренессанса,linguistics,0.77,modern,1.0,,0.0,fundamental,0.0
PRES_d5ced50a,E2012,2012,Zograf Readings,Загадки поэмы Джаяси «Падмават»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_cb0b06a1,E2012,2012,Zograf Readings,«Кадамбари» в современном мире,,0.0,modern,1.0,,0.0,fundamental,0.0
PRES_a4624b92,E2012,2012,Zograf Readings,Эволюция жанра шахрашуб в контексте взаимодействия персоязычной литературы и литературы урду,literature,1.0,,0.0,text,1.0,fundamental,0.0
PRES_8f5fd441,E2012,2012,Zograf Readings,«Третье измерение» в непальской поэзии,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_33345b20,E2012,2012,Zograf Readings,Индия и индийцы в автобиографической книге  В. С. Найпола «The Writer's People»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_105d5dbe,E2012,2012,Zograf Readings,Символические фигуры «Ригведы» (на примере  гимна «К Речи»),,0.0,,0.0,,0.0,fundamental,0.0
PRES_e957db9d,E2012,2012,Zograf Readings,Осел/бык в индоиранской картине мира,,0.0,,0.0,,0.0,fundamental,0.0
PRES_f257552d,E2012,2012,Zograf Readings,Чудесный сосуд Манимехалей: попытка интерпретации,,0.0,,0.0,,0.0,fundamental,0.0
PRES_8e1f8ee8,E2012,2012,Zograf Readings,Неварский «повествовательный свиток» в собрании  МАЭ РАН (коллекция И. П. Минаева). Предварительное сообщение,literature,0.85,,0.0,archive,1.0,fundamental,0.0
PRES_ec6f0d71,E2012,2012,Zograf Readings,Живая традиция ритуальных росписей Питхоро в Гуджарате: полевые данные 2012 г,religion,1.0,,0.0,fieldwork,1.0,fundamental,0.0
PRES_605ce7b2,E2012,2012,Zograf Readings,«Юный» как представитель измененного состояния сознания,,0.0,,0.0,,0.0,fundamental,0.0
PRES_f94ec3ef,E2012,2012,Zograf Readings,Особенности календарной обрядности у раджпутов,,0.0,,0.0,,0.0,fundamental,0.0
PRES_8fdcd593,E2012,2012,Zograf Readings,"«Бенгальский стиль» в индийском танце: традиционное, креативное, политическое измерения",linguistics,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_e650e050,E2013,2013,Zograf Readings,Страсти и бесстрастие Бхартирихари,,0.0,,0.0,,0.0,fundamental,0.0
PRES_5636b8e4,E2013,2013,Zograf Readings,История Агададатты в романе Сангхадасы «Странствия Васудевы»,literature,0.85,,0.0,,0.0,fundamental,0.0
PRES_de3ddb23,E2013,2013,Zograf Readings,Жемчужный остров в «Девибхагавата-пуране»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_dd039883,E2013,2013,Zograf Readings,Буддийские рукописи в Индийском фонде ИВР РАН,religion,1.0,,0.0,text,0.85,fundamental,0.0
PRES_f31c93a6,E2013,2013,Zograf Readings,Образ Махендры/Махинды в записках китайских паломников,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_454deb18,E2013,2013,Zograf Readings,Эпитеты Будды в тексте «Аджатасена-вьякараны»,,0.0,,0.0,text,1.0,fundamental,0.0
PRES_0fe185dc,E2013,2013,Zograf Readings,Тамильские женские божества в средневековой литературе,literature,0.85,medieval,1.0,,0.0,fundamental,0.0
PRES_b1e1dd3e,E2013,2013,Zograf Readings,"Садханы Харихарихаривахана-Авалокитешвары (Авалокитешвары, восседающего на Вишну, гаруде и льве) из тибетского буддийского канона",religion,1.0,,0.0,,0.0,fundamental,0.0
PRES_32f2e12d,E2013,2013,Zograf Readings,Проблема языка в веданте и европейском романтизме,linguistics,0.8,,0.0,,0.0,fundamental,0.0
PRES_bec8d3e7,E2013,2013,Zograf Readings,"Варна – это фонема, буква, звук или …?",,0.0,,0.0,,0.0,fundamental,0.0
PRES_8b3b9e6f,E2013,2013,Zograf Readings,Классификация наук в традиционной индийской культуре,,0.0,,0.0,,0.0,fundamental,0.0
PRES_a5524d97,E2013,2013,Zograf Readings,Восьмиугольные понятийные схемы в индийской рациональности,,0.0,,0.0,,0.0,fundamental,0.0
PRES_e3e4dd7f,E2013,2013,Zograf Readings,Читта и бодхичитта. Раздумья о переводе некоторых буддийских терминов,religion,1.0,,0.0,text,1.0,fundamental,0.0
PRES_eca42271,E2013,2013,Zograf Readings,Представление о Брахмане в ранней вишишта-адвайте,,0.0,,0.0,,0.0,fundamental,0.0
PRES_9c006d7d,E2013,2013,Zograf Readings,Концепт «майя» у Шанкары и Абхинавагупты: сходство и различие,,0.0,classical,1.0,,0.0,fundamental,0.0
PRES_dcf93074,E2013,2013,Zograf Readings,Элементы культурного синтеза в бенгальской поэзии XVII века,linguistics,0.85,modern,1.0,,0.0,fundamental,0.0
PRES_5150db33,E2013,2013,Zograf Readings,Образ Кришны в поэзии Миры Баи,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_94d7ae49,E2013,2013,Zograf Readings,«Открытие Индии» сквозь призму традиционного текста: опыт мыслителей Бенгальского Возрождения,linguistics,1.0,modern,1.0,text,1.0,fundamental,0.0
PRES_6016ca94,E2013,2013,Zograf Readings,Реальное и ирреальное в «„Новой поэзии“ хинди»,linguistics,0.85,modern,1.0,,0.0,fundamental,0.0
PRES_27b358fd,E2013,2013,Zograf Readings,Причастие-герундий в хинди и бенгальском языке,linguistics,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_c460301d,E2013,2013,Zograf Readings,О формульности надписей на санскрите,linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_bcfa1180,E2013,2013,Zograf Readings,О символическом языке вещей,linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_9f3a0ccb,E2013,2013,Zograf Readings,Герасим Лебедев и британская элита колониальной Калькутты: момент разрыва,,0.0,colonial,1.0,,0.0,fundamental,0.0
PRES_b87959e9,E2013,2013,Zograf Readings,Современные баулы: от деревни до концертного зала,,0.0,modern,1.0,,0.0,fundamental,0.0
PRES_dd122252,E2013,2013,Zograf Readings,Современное искусство адиваси: некоторые особенности музейной репрезентации в Индии и Европе,ethnography,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_5f44c698,E2013,2013,Zograf Readings,Образ Локешвара в календарном обряде непальцев,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_5d99c188,E2013,2013,Zograf Readings,"Материальные атрибуты (лук, стрелы, топорик) как этнические символы автохтонов Шри Ланки",,0.0,,0.0,,0.0,fundamental,0.0
PRES_582afc76,E2013,2013,Zograf Readings,Айодхья через 20 лет после конфликта: о современных проявлениях индуистского фундаментализма (наблюдения и немного размышлений),religion,1.0,modern,1.0,,0.0,fundamental,0.0
PRES_1ec8176f,E2013,2013,Zograf Readings,"«Песни якшей», игры людей: о социальных, культурных и художественных особенностях якшаганы Карнатаки",,0.0,,0.0,,0.0,fundamental,0.0
PRES_050a152c,E2014,2014,Zograf Readings,Абхидхармакоша: проблема авторства,,0.0,,0.0,,0.0,fundamental,0.0
PRES_e53cbcbb,E2014,2014,Zograf Readings,И. П. Минаев как собиратель рукописей,,0.0,,0.0,text,0.85,fundamental,0.0
PRES_5edccc61,E2014,2014,Zograf Readings,Ранние китайские версии биографии Будды: сюжет подношения рисовой каши,literature,1.0,,0.0,,0.0,fundamental,0.0
PRES_5e1e0eed,E2014,2014,Zograf Readings,"О гимне Авалокитешваре, приписываемом тибетскому царю Сонгцэн-гампо",tibetology,1.0,,0.0,,0.0,fundamental,0.0
PRES_8c319c1e,E2014,2014,Zograf Readings,What is Ahi Budhnya: some remarks on the Serpent of the Deep as in the Rigveda and elsewhere,,0.0,,0.0,,0.0,fundamental,0.0
PRES_b1b092bf,E2014,2014,Zograf Readings,"The ideal man in the Mahābhārata. The consciousness of the ""budhyamāna"" on one's way to salvation",,0.0,,0.0,,0.0,fundamental,0.0
PRES_1ca13c4b,E2014,2014,Zograf Readings,Древнеиндийская риторика и традиция санскритского театра (Тригата в «Натьяшастре»),linguistics,1.0,,0.0,,0.0,fundamental,0.0
PRES_a663501a,E2014,2014,Zograf Readings,Концепция аватар Вишну в поэме Магхи «Шишупалавадха»,,0.0,,0.0,,0.0,fundamental,0.0
PRES_b3e495f1,E2014,2014,Zograf Readings,Версия «Рамаяны» в «Махабхагавата-пуране»,literature,1.0,classical,1.0,,0.0,fundamental,0.0
PRES_8de60bcb,E2014,2014,Zograf Readings,Тангутские ксилографы письмом ‘сиддхам’ из собрания ИВР РАН,,0.0,,0.0,,0.0,fundamental,0.0
PRES_f29a5cbe,E2014,2014,Zograf Readings,«Апофатический» подход в буддийской теории восприятия,religion,1.0,,0.0,,0.0,methodological,1.0
PRES_b0ee93bb,E2014,2014,Zograf Readings,"Мандала-классификация нечестных трансакций в ответ на упрек (Ангуттара-никая. Аттаканипата, Ассаколанкасутта)",,0.0,,0.0,,0.0,fundamental,0.0
PRES_685e6130,E2014,2014,Zograf Readings,Психология Бога в кашмирском шиваизме и у Якоба Беме,philosophy,0.85,,0.0,,0.0,fundamental,0.0
