presentation_id,year,series,title,meso_codes,proposed_meso,source,confidence
PRES_13fafa99b6,2008,Zograf Readings,Махатмья «Бхагаватапураны»,bhakti_vaishnava,,deepseek,0.9
PRES_293775e85d,2008,Zograf Readings,О происхождении культурных архаизмов в позднем слое содержания «Махабхараты» (на примере темы воинских братств),epic_ramayana_mahabharata,,deepseek,0.9
PRES_59dba9b943,2008,Zograf Readings,Истоки формулы сат-чит-ананда в Упанишадах,vedic_studies,,deepseek,0.9
PRES_5e317967c2,2008,Zograf Readings,Udāharaņa в «Вакьяпадии»,sanskrit_grammar_panini,,deepseek,0.9
PRES_6da6054f73,2008,Zograf Readings,Атманепада в санскрите и в грамматиках,sanskrit_grammar_panini,,deepseek,0.9
PRES_7a09ad99d1,2008,Zograf Readings,Атхарваведа-паришишта XIXb: к вопросу о происхождении ритуалов Натьяшастры,vedic_studies|ritual_studies,,deepseek,0.9
PRES_7af57f160f,2008,Zograf Readings,Образ птицы в масочном театре сингалов (Шри Ланка),ethnography_performance,,deepseek,0.85
PRES_8b2df737b9,2008,Zograf Readings,Ордалия весами: проблемы интерпретации результатов взвешивания,ritual_studies,,deepseek,0.85
PRES_f4396724ea,2008,Zograf Readings,"«О Неодолимая Богиня, поклонение да будет тебе!» (О ритуальной части Калика-пураны)",ritual_studies,,deepseek,0.9
PRES_9b61667329,2008,Zograf Readings,Что стоит за стилями у Дандина?,literary_studies,,deepseek,0.85
PRES_9d84234785,2008,Zograf Readings,Терминология и грамматика в «Энциклопедии Абхидхармы» Васубандху,buddhist_studies,,deepseek,0.9
PRES_9e65f5de1e,2008,Zograf Readings,«Другая Савитри»: Сказание о Савитри в «Андхрамахабхарате»,epic_ramayana_mahabharata,,deepseek,0.9
PRES_9ffe685fd2,2008,Zograf Readings,Аспекты влияния религиозно-философских доктрин на творчество Кабира. Закрытие конференции,bhakti_vaishnava,,deepseek,0.85
PRES_a9e0852a8d,2008,Zograf Readings,Традиция в интерпретации мыслителей Бенгальского Возрождения,bengal|colonial_encounters,,deepseek_strict_scale_audit,0.9
PRES_b3e877cd66,2008,Zograf Readings,О зооморфной символике в протоиндийских текстах,,proto_indian,deepseek,0.8
PRES_c23e6409da,2008,Zograf Readings,О языке и стиле эпических риши,epic_ramayana_mahabharata,,deepseek,0.85
PRES_ec14752a3b,2008,Zograf Readings,О символике ладьи в «Ригведе»,vedic_studies,,deepseek,0.9
PRES_d5a74ed7f6,2008,Zograf Readings,Народный театр «джатра» и его роль в формировании новой бенгальской литературы,bengal|ethnography_performance,,deepseek_strict_scale_audit,0.9
PRES_e4b6786e6b,2008,Zograf Readings,Как сравнивать индийскую и западную эпистемологию? Опыт создания методологии компаративного исследования,comparative_analysis|philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_fea1defc8d,2008,Zograf Readings,Множество жизней поэмы Тулси Даса (некоторые аспекты современного бытования «Рамачаритаманасы»),translation_reception,,deepseek,0.85
PRES_ff28a9ff47,2008,Zograf Readings,Концепт Ишвары в «Бхагавадгите»,,,deepseek,0.85
PRES_08257e3ccf,2008,Roerich Readings,Альтернативные социальные классификации в палийском каноне,pali_early_buddhism,,deepseek,0.85
PRES_08e8316d53,2008,Roerich Readings,Кыргызы в Центральной Азии (9 век),china_mongolia_inner_asia,,deepseek,0.8
PRES_0fe8007200,2008,Roerich Readings,К вопросу о самоназваниях школы махасангхиков-локоттаравадинов,buddhist_studies,,deepseek,0.9
PRES_3374abc140,2008,Roerich Readings,Двойная мандала в тибетском трактате «Вайдурья-карпо»,tibetology_himalaya|buddhist_studies,,deepseek,0.9
PRES_415fb1eb4c,2008,Roerich Readings,Степные кочевники – иранцы II тыс. до н. э. – I тыс. н. э. и их языки,,,deepseek_strict_scale_audit,0.9
PRES_448f6392bc,2008,Roerich Readings,Строительный ритуал и его роль в текстах вастувидьи (по материалам пуран),ritual_studies,,deepseek,0.9
PRES_506157c4da,2008,Roerich Readings,Тема времени в буддийских преданиях о Варанаси,buddhist_studies,,deepseek,0.9
PRES_54fab21323,2008,Roerich Readings,Теистические установки в классической йоге и «Шветашватара-упанишаде»,philosophy_epistemology,,deepseek,0.9
PRES_73205188c4,2008,Roerich Readings,«Очищение от терниев» в «Артхашастре» и дхармашастрах,,,deepseek,0.9
PRES_925074e2a5,2008,Roerich Readings,Агамы как источник философии радикальной Адвайты,philosophy_epistemology,,deepseek,0.9
PRES_a7fa4ac110,2008,Roerich Readings,Н.К. Рерих с семьей в Синцзяне в 1926 г,expeditions|history_of_indology,,deepseek,0.9
PRES_b97d25a759,2008,Roerich Readings,Мандалы Ваджрачхедики в коллекции Одесского Музея Западного и Восточного Искусства,buddhist_studies|museum_collections,,deepseek,0.9
PRES_c305a62ca7,2008,Roerich Readings,Институт гутхи в древнем и средневековом Непале,nepal_newar_kathmandu,,deepseek_strict_scale_audit,0.9
PRES_e3afc7dbb4,2008,Roerich Readings,Трава дарбха и самбодхи Будды,buddhist_studies,,deepseek,0.9
PRES_e9159cba78,2008,Roerich Readings,К проблеме «тривадрумского цикла»,,,deepseek,0.8
PRES_eabb2c0db9,2008,Roerich Readings,Ордалии в дхармашастрах,,,deepseek,0.9
PRES_f0655c51e6,2008,Roerich Readings,Гоштхи (гутхи) в надписях Личчхавов,nepal_newar_kathmandu|manuscripts_epigraphy,,deepseek,0.9
PRES_f15fea41e4,2008,Roerich Readings,Текст – персонаж в древней махакавье,literary_studies,,deepseek,0.9
PRES_f60e19e1b7,2008,Roerich Readings,О некоторых принципах тамильской поэтики по антологии «Наджиней»,dravidology_south_india,,deepseek,0.9
PRES_ff0d548615,2008,Roerich Readings,Что стоит за стилем у Дандина?,literary_studies,,deepseek,0.9
PRES_bacd314111,2009,Zograf Readings,Южный поход личчхавов,nepal_newar_kathmandu,,deepseek,0.9
PRES_22c7444e36,2009,Zograf Readings,Символические модели Абсолютного Сознания в религиозно-мистической философии Кашмирского шиваизма. Некоторые методологические вопросы,philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_66d6492705,2009,Zograf Readings,Посвящение в знание мудрости в Гухьясамаджатантре (на основе Abhishekanirukti),buddhist_studies,,deepseek,0.9
PRES_422410f9af,2009,Zograf Readings,Происхождение атомизма: лингвистическая гипотеза,comparative_analysis,,deepseek_strict_scale_audit,0.9
PRES_523a56fd5b,2009,Zograf Readings,Концепция Ишвары в классической йоге и в Кашмирском шиваизме,comparative_analysis,,deepseek_strict_scale_audit,0.9
PRES_5579f7916f,2009,Zograf Readings,Сказание об Индейском царстве» как источник представлений об Индии в древней Руси,translation_reception,,deepseek,0.9
PRES_5b4245709b,2009,Zograf Readings,«Коровьи войны» (на материале скотоводческого эпоса народов Центральной Индии и Декана),comparative_analysis,,deepseek,0.8
PRES_6213023bf5,2009,Zograf Readings,Сат-чит-ананда как мост между христианством и индуизмом,comparative_analysis,,deepseek_strict_scale_audit,0.9
PRES_6e5ecd56b8,2009,Zograf Readings,К вопросу о классификации храмовых сооружений в Вишнудхармоттара-пуране,vaishnava,,deepseek,0.9
PRES_7323c9c9b1,2009,Zograf Readings,Еще раз о сюжете эпической «Шакунталы»,epic_ramayana_mahabharata,,deepseek,0.9
PRES_7efa09f3b2,2009,Zograf Readings,"Сказители, музыканты и танцоры. К вопросу о происхождении и кастовой дхарме так называемых катхаков Раджастхана",ethnography_performance,,deepseek,0.8
PRES_86c16283af,2009,Zograf Readings,Ранневишнуитская Веданта,vaishnava,,deepseek_strict_scale_audit,0.9
PRES_9550fd0f6b,2009,Zograf Readings,Индийский текст индийской диаспоры,modern_society_politics,,deepseek_strict_scale_audit,0.8
PRES_22f1e1b64f,2009,Zograf Readings,Абхидхарма и абхивиная: взгляд со стороны двух раннебуддийских традиций,buddhist_studies,,deepseek_strict_scale_audit,0.9
PRES_9bda829b36,2009,Zograf Readings,Ведийское samudra-: к вопросу о широких водных пространствах в текстах самхит,vedic_studies,,deepseek,0.9
PRES_9e464b8281,2009,Zograf Readings,"Книга о побоище палицами (Махабхарата, XVI)",epic_ramayana_mahabharata,,deepseek,0.9
PRES_a05b916ad8,2009,Zograf Readings,Ордалия освященной водой (kosha),ritual_studies,,deepseek,0.9
PRES_a5cd9e04c7,2009,Zograf Readings,Язык богини Кали: проблемы интерпретации,,,deepseek,0.8
PRES_aa2399a11e,2009,Zograf Readings,Паломничество в Калика-пуране,,,deepseek,0.9
PRES_ad9e0be839,2009,Zograf Readings,Махишасурамардини и девы-воительницы,visual_material_culture,,deepseek,0.8
PRES_b3dcf19ef2,2009,Zograf Readings,Индоевропейская формула «храни мужей и скот» в ведийских и постведийских текстах,vedic_studies,,deepseek,0.9
PRES_beb45aac0a,2009,Zograf Readings,«Рамаяна» Криттибаса Оджхи в культуре Бенгалии XV-XVI веков,bengal|epic_ramayana_mahabharata,,deepseek,0.9
PRES_c1761df1ca,2009,Zograf Readings,Древний тибетский сборник текстов по культам Махакалы и Вишну из рукописной коллекции ИВР РАН,tibetology_himalaya|manuscripts_epigraphy,,deepseek,0.9
PRES_d7d30097a4,2009,Zograf Readings,Терминология суфийской проповеди в «Падмават» Малика Мухаммада Джаяси,literary_studies,,deepseek,0.9
PRES_e0b8b1bdd4,2009,Zograf Readings,Новые открытия на Гонур-тепе. Предварительное сообщение,,,deepseek,0.8
PRES_e2499adc9f,2009,Zograf Readings,Проблема соотношения этики и знания в йоге и индуистской тантре,yoga_ayurveda|philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_e62ebf0bd0,2009,Zograf Readings,К определению термина «джатака» в палийском каноне,pali_early_buddhism,,deepseek,0.9
PRES_e85f779ed9,2009,Zograf Readings,Уровень смысла в текстах шастр: концепты или понятия?,philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_f5b1c223f2,2009,Zograf Readings,Особенности интерпретации традиционных текстов мыслителями Бенгальского Возрождения,bengal|colonial_encounters,,deepseek_strict_scale_audit,0.9
PRES_2ec1e17cb0,2009,Roerich Readings,Буддийские святыни в «Записках» Сюань-Цзана: построение текста,buddhist_studies|travel_history,,deepseek,0.9
PRES_3ec7076b0a,2009,Roerich Readings,"Соотношение «чистая земля» – «нечистая земля», «чистый народ – «нечистый народ» по материалам «Манусмрити» и «Артхашастры» Каутильи",vedic_studies,,deepseek,0.9
PRES_405fb6e1fc,2009,Roerich Readings,"Миф, пространство, время у алтайских народов",ethnography_performance,,deepseek_strict_scale_audit,0.9
PRES_4fc95cdd1b,2009,Roerich Readings,Махабхарата и шастры в ранней индийской эпиграфике,epic_ramayana_mahabharata|manuscripts_epigraphy,,deepseek,0.9
PRES_51d2d7154d,2009,Roerich Readings,Тибетская джатака о Маллике как исток образа бхавачакры,tibetology_himalaya|buddhist_studies,,deepseek,0.9
PRES_53b81c004f,2009,Roerich Readings,Письмо в культуре от Бактрии до Индии по материалам многоязычных надписей 3 в. до н. э. – 5 в. н. э. (К проблеме социоскрипторики),manuscripts_epigraphy|colonial_encounters,,deepseek_strict_scale_audit,0.9
PRES_5889e63ab3,2009,Roerich Readings,Фисаматы из Ольвийского декрета в честь Протогена,,,deepseek,0.9
PRES_64abe774d2,2009,Roerich Readings,Ордалия раскаленной монетой: шастрический текст и «свидетельства» испытаний,ritual_studies,,deepseek,0.9
PRES_6d5c58b0b0,2009,Roerich Readings,Пространство и его описание в строительных трактатах пуран,vedic_studies,,deepseek,0.9
PRES_6dadb0e4d7,2009,Roerich Readings,Этимология (нирукта) в качестве герменевтической науки в кашмирском шиваизме,philosophy_epistemology,,deepseek,0.9
PRES_6f1e98755f,2009,Roerich Readings,«Абхисамаяланкара»: от первых трех глав к четвертой. Сознание творит реальность,buddhist_studies,,deepseek,0.9
PRES_77d4fd8170,2009,Roerich Readings,К интерпретации термина намарупа в тхеравадинской комментаторской литературе,pali_early_buddhism,,deepseek,0.9
PRES_96f005355d,2009,Roerich Readings,Махабхарата в тамильской поэзии,epic_ramayana_mahabharata|dravidology_south_india,,deepseek,0.9
PRES_9cec165a1d,2009,Roerich Readings,О ритуале помазания царя на царство в «Яджнявалкья-смрити»,ritual_studies,,deepseek,0.9
PRES_a38177a26d,2009,Roerich Readings,Место и значение  «Бхактамара-стотры» в джайнской традиции,jain_studies,,deepseek,0.9
PRES_d991c450bc,2009,Roerich Readings,Зеркало. Конец иллюзии. (Из истории одной концепции в кашмирском шиваизме),,kashmiri_shaivism,deepseek,0.85
PRES_dc9fbd292b,2009,Roerich Readings,Востоковед Ю.Н. Рерих: начало пути в науке,history_of_indology|roerich_studies,,deepseek,0.9
PRES_dcfff95b9e,2009,Roerich Readings,"Сравнительный анализ описаний буддийских монахинь в тибетской, китайской и японской агиографической литературе",buddhist_studies|comparative_analysis,,deepseek_strict_scale_audit,0.9
PRES_df7b4cf816,2009,Roerich Readings,Некоторые историко-культурные аспекты символики национального флага  Непала (V – XXI вв.),nepal_newar_kathmandu,,deepseek,0.85
PRES_f457799a1b,2009,Roerich Readings,Об одной возможной буддийской параллели к новозаветному пассажу  МФ 5.19,buddhist_studies|comparative_analysis,,deepseek,0.85
PRES_0139c59bb9,2010,Zograf Readings,Концепция совершенного человека в творчестве народных певцов – баулов,bengal|ethnography_performance,,deepseek,0.85
PRES_0e0cf8bb17,2010,Zograf Readings,Санскритские квантитативные стихотворные размеры: реконструкция чтения,metrics|prosody,,deepseek,0.9
PRES_15b019aa75,2010,Zograf Readings,Неизвестный речевой феномен у сингалов Шри Ланки,dravidology_south_india,,deepseek,0.85
PRES_1c0edf1c85,2010,Zograf Readings,Миф о Ветале и Бхайраве в «Калика-пуране»,epic_ramayana_mahabharata,,deepseek,0.9
PRES_1cd65d2e59,2010,Zograf Readings,Современная джатра: возвращение к истокам,ethnography_performance,,deepseek,0.85
PRES_1e77ef9490,2010,Zograf Readings,Индийский эпос «Дхола-Мару» и «Сказка о царе Салтане» А.С.Пушкина,comparative_analysis,,deepseek,0.85
PRES_3bd08e341f,2010,Zograf Readings,Сюжет о воплощении Вишну в фольклорном тексте телугу (Матсьяватарам),dravidology_south_india,,deepseek,0.9
PRES_53f8bd860a,2010,Zograf Readings,«Рагхуванша» Калидасы глазами тамилиста,dravidology_south_india,,deepseek,0.9
PRES_54a32921dc,2010,Zograf Readings,Сравнительный анализ генезиса рефлексии в индийской и европейской философских традициях: визуальные и лингвистические детерминанты,comparative_analysis|philosophy_epistemology,,deepseek_strict_scale_audit,0.9
PRES_627e94e1ab,2010,Zograf Readings,Тексты по культу Вишну-Нарасимхи в тибетском свитке XIII века,tibetology_himalaya|visual_material_culture,,deepseek,0.9
PRES_6a263265ac,2010,Zograf Readings,Ордалия раскаленной монетой (taptamàşa): текст и реальность,ritual_studies,,deepseek,0.9
PRES_78a007f5fb,2010,Zograf Readings,О древнеиндийской практике обучения ведийскому тексту,vedic_studies,,deepseek,0.9
PRES_10ebf2bc49,2010,Zograf Readings,Сюжет о побоище палицами в «Маусалапарве» и в «Джатаке о Гхата-пандите»,epic_ramayana_mahabharata,,deepseek,0.9
PRES_90b364f351,2010,Zograf Readings,Текст «индийской диаспоры» в поэзии Далджита Награ,modern_literature,,deepseek,0.9
PRES_99bd862130,2010,Zograf Readings,Семантика глагольного корня muc- и проблематика духовного освобождения в ведийских упанишадах,vedic_studies,,deepseek,0.9
PRES_a80206461e,2010,Zograf Readings,Типовой мотив-ситуация в Махабхарате,epic_ramayana_mahabharata,,deepseek_strict_scale_audit,0.9
PRES_a80b13caa7,2010,Zograf Readings,Mārgī/deśī: о двух способах интерпретации индийского танца. В программе возможны изменения,visual_material_culture,,deepseek,0.8
