presentation_id,tags
PRES_51ca649214,передача|брахман|ведийский
PRES_67151ae69e,механизм|грамматика|паниня
PRES_d45862604d,после|мерварт|деревня
PRES_8c55a738df,адивась|культура|индия
PRES_667fb09140,бомбей|парс|произведение
PRES_7eec57e19f,дух|ведд|ланка
PRES_b0ead2dd43,тулунаду|традиция
PRES_7a7018c850,синоним|словарь|вода
PRES_d78288c37d,мантра|построение|форма
PRES_2310631e31,человеческий|корень|индоевропейский
PRES_2b4a64bbcc,поздний|женский|фольклор
PRES_d9f00bda70,приём|драма|санскритский
PRES_695f0eba89,историография|исток|тибетский
PRES_378d36af5c,дипанкара|ранний|сюжет
PRES_b31fdcce35,бодхисаттва|лалитавистар
PRES_5c4c8855b2,разновидность|джатакастав|гимн
PRES_d5cc99b5ac,три|асанга|акт
PRES_14bfa123b5,путешествие|непал|минаев
PRES_72334d3683,васубандх
PRES_c64a19536f,функциональный|дхармакиртеть|вакьяпадий
PRES_3e0cb6e9f2,ньять|сутра
PRES_96387f23ed,творение|миф|мир
PRES_73a0d9241a,установление|эпистемология|знание
PRES_65f6503bf8,концепция|текст
PRES_222529a490,тантрический|индуистский
PRES_7a0a9c4cff,ошо|учение|тантра
PRES_f528d24e03,ренессанс|влияние|идея
PRES_12abd21496,свами|глаз|вивекананда
PRES_cdd11d4e20,храмовый|сравнительный|сакральный
PRES_f96bc067a5,лирика|заимствование|формула
PRES_9729e86e04,тагор
PRES_55d481f42e,родство|дух|ганди
PRES_be126cbf86,малый|когнитивный|дравидийский
PRES_e3c5dc3b74,полевой|ладакх|материал
PRES_55ef7cbfd8,два|новый|индийский
PRES_4bd0bdc72b,роман
PRES_58f6034f0d,рамаян|современный|интерпретация
PRES_c2d5f88f68,основание|жизнь|шри
PRES_a6921c45d9,рудрый|индоевропейский|параллель
PRES_282d250a63,вариант|индуизм
PRES_f6eb9ee12e,пьеса|тамильский
PRES_62aefcc25e,умапати|шивачарья|завершать
PRES_c8fbaa4af7,ланка|жизнь|шри
PRES_1fe8cfb29c,атрибут|музыкальный|инструмент
PRES_e98648b76f,хить|дхара|функция
PRES_dc8dcc77cd,посох|маэ|собрание
PRES_003d1790e6,музейный|мерварт|маэ
PRES_08e215b99f,радж|художник
PRES_12ec234be3,театральный|сегодня|натьяшастр
PRES_4468815627,атхарвавед|перевод
PRES_f38580f0b7,пещера|махабхарат|мотив
PRES_8c7d8555e5,реминисценция|регион|миф
PRES_7d5c21c3e8,предание|лалитавистар|бог
PRES_c416cbbb2d,дерево|всадник|большой
PRES_6916d4ad70,народ|йогини|тантра
PRES_a9c412982f,сон|речь|классический
PRES_14243281d6,европейский|санскритский
PRES_89290bf4b4,интерпретационный|парибхаш|грамматика
PRES_d061375ee0,лингвистический|тибетский|индийский
PRES_334a9aca0b,лексикография|санскритский
PRES_a0ad164252,наследие|колониальный|британский
PRES_daaacd2c46,предмет|философия|индийский
PRES_01ff241b8a,санграха|дискурс|категория
PRES_ed98bb4f5f,понятие|философия|история
PRES_3bdb9503d4,синоним|дравие|вакьяпадий
PRES_6d5d70424b,исследователь|раманудж|вишишта
PRES_d26f35d7c4,умапати|шивачарья|шайва
PRES_dff783fb28,тантризм|индуистский|понятие
PRES_d28fc67619,шлока|мистический|мангал
PRES_790adfed32,рамаян|женщина|отношение
PRES_4f163c69ab,ошо|понимание|искусство
PRES_c5e6e276eb,ганди|понимание|подход
PRES_e62fab8a32,баул|артист|современный
PRES_5828dbb0bc,структура
PRES_d06d5a1c3b,приём|классический|поэзия
PRES_62cf077e75,североиндийский|бхакть|поэзия
PRES_ce7644969b,сиддх|тамильский|поэзия
PRES_19102e1ae3,катх|бходжпури|нарратив
PRES_dd9e25c669,философствование|религия|рабиндранат
PRES_d4e401111e,бомбей|парс|культурный
PRES_e356e4ef9c,родство|терминология|семантика
PRES_0b4661b2e8,жизненный|цикл|ритуал
PRES_4855e1d50a,посвящение|неварский|буддизм
PRES_7ab7bd7cb2,ведд|функция|общество
PRES_109df3d4a0,народный|песня
PRES_eab49a194a,паниня|школа|ритуал
PRES_5dc51ccca1,индр|почитание|живой
PRES_2996ce6acf,специфический|некоторый
PRES_8f2ec6926d,сравнение|каталог|знак
PRES_4b661944b6,воинский|элемент|практика
PRES_71f87de89c,жизнь|ритуальный
PRES_890d18051e,основной|персонаж|театр
PRES_aa6a4858fc,индр|мифология|танец
PRES_c73e8b22d5,кукольный|театр|западный
PRES_f4d3508725,драма|эстетика|вайшнавизм
PRES_c82fd78b93,восточный|феномен|индия
PRES_c21cf157cd,сравнение|философский|литература
PRES_9a160371a2,корпус|русский
PRES_5c43b881ec,ригведа|гимн|структура
PRES_c3f8ffb231,телесный|тантризм|индуистский
PRES_ec58f38bb5,манускрипт|почитание|шайва
PRES_10fd30a24c,технический|бхайрава|йога
PRES_494f681f96,раз|ещё|тамильский
PRES_645c96325c,тело|телесность|бхакт
PRES_1d266ee237,эстетика|комический
PRES_b98f22c2c7,родство|терминология
PRES_11ddedf184,когнитивный|абхидхарма
PRES_eaa1d515ff,экзегетический|состояние|трактовка
PRES_f14032ea97,определение|понятие
PRES_882c47d896,постановка|пудгала|субъект
PRES_e379735ba8,переводческий|фонд|тибет
PRES_bf3384e684,называть|парадокс
PRES_fe58585a93,трансцендентальный|абсолютный|герменевтика
PRES_240fa4577e,когнитивный|оберхаммер|опыт
PRES_acc235e74f,инклюзивизм|понятие|религиозный
PRES_47c4e238fb,инклюзивизм|средство|изучение
PRES_e3a92610f5,раманудж|русский|перевод
PRES_d1043e6e8c,веданта|некоторый|религиозный
PRES_4341e890df,использование|парибхаш|паниня
PRES_a5949e68cd,дживой|труд|бенгальский
PRES_44bb1c1886,комментатор|строфа|толкование
PRES_48f4e3c3a8,слово|хинди|язык
PRES_f137ba2a62,явление|песенный|фольклор
PRES_d1a01cb53b,корпус|мунда|онлайн
PRES_52a979cbb2,калачакра|особенность|некоторый
PRES_0816ac8f85,современный|индийский|сит
PRES_c63fd39448,четвёртый|книга|вальмик
PRES_76087dcbbe,сериал|мифологический|идеологический
PRES_629286d70c,ортодокс|ганди
PRES_542213417f,маэ|коллекция|ран
PRES_67f7aced5b,территория|тибет|рукопись
PRES_8b02872508,тханк|минаев|маэ
PRES_e1e78406da,востоковед|воспоминание|индия
PRES_972123b738,эпизод|знание|игра
PRES_0c885f7efc,вимшик|великий|сознание
PRES_453e49a456,ведд|особенность|традиционный
PRES_e4d3d535b2,сосуд|гуджарат|азия
PRES_a4ec277571,божественный|ритуал
PRES_0db520ec9e,раздел|роман|интерпретация
PRES_2cd66465a6,экзегетический|архат|типология
PRES_77dd8038e0,возможный|лалитавистар|исток
PRES_19697f2e5f,асанга|абхидхарма|место
PRES_27d5db2ff5,один|перевод|тибетский
PRES_582d56f69a,джатакастав|лалитавистар|два
PRES_bb6d189bea,самопожертвование|версия|палийский
PRES_179141844a,практика|ритуал|древний
PRES_ff09f8aee5,йогини|богиня|миф
PRES_46601a7245,классический|драма|санскритский
PRES_c2b2c25a8c,наследие|научный|миф
PRES_faf88dfc43,фрагмент|фонд|ивр
PRES_7a34c63764,инклюзивизм|исток|культура
PRES_af42ca8e9f,индология|миф|индия
PRES_e218a2fb4b,группа|приём|композиция
PRES_e07744764c,патанджали|йог|сутра
PRES_840e0c180a,вишишта|адвайта|веданта
PRES_90cb7911e1,доктрина|вайшнавизм|сотериологический
PRES_978d279dac,атомизм|форма|два
PRES_2b593f9763,конструкция|паниня|традиция
PRES_64d8c34063,действие|грамматический|труд
PRES_2b0af07002,датировка
PRES_efa6368f8b,комментатор|трактовка|парибхаш
PRES_125338df77,композитор|скрябин|творчество
PRES_806f7942d2,бенгальский|современный
PRES_8da2a8ffea,метрика|понимание|санскритский
PRES_9736d3f1aa,город|один|история
PRES_ba86fb0e21,орисса|создание|племя
PRES_6d9f21c9ed,индия
PRES_a6317f1789,поэзия
PRES_e9e0c9a610,североиндийский|народный|речь
PRES_2fec4edd1e,таттвасанграха|полемика|шантаракшит
PRES_c3d9648c21,словарь|построение|лингвистический
PRES_3d67f798a4,социальный|рабиндранат|понимание
PRES_0296b0a4d7,сериал|мифологический|сюжет
PRES_34e681fc82,индоевропейский|эпос|мотив
PRES_86ceaef5cf,поэзия
PRES_8d5fd52f8d,кали|пример|литература
PRES_4d77665e79,шив|бхакть|йог
PRES_a113335109,протоиндийский|знак|письменность
PRES_6ada32f841,лотос|лексикография|санскритский
PRES_4871f640ed,ярость|этнографический|рушдить
PRES_2da29afec9,рагамаленький|миниатюра|собрание
PRES_19f7899ef1,неварский|ритуал|буддизм
PRES_86dff454ef,модернизм|история|индийский
PRES_448beb385e,политический|развитие|театр
PRES_a98bc8f604,брахман
PRES_cf66e1d028,формирование
PRES_79cb52c3ce,комментарий
PRES_c15e08760b,кришнаитский
PRES_8cae5e9b99,ведийский
PRES_099b0c05a1,поэзия
PRES_5e272ab2fb,
PRES_f72d2dad01,буддийский
PRES_ee003ffd99,новый
PRES_1f45dbd42a,
PRES_b36e1ac7ac,
PRES_3be1cf48be,вивекананда
PRES_f92bb10c54,живой
PRES_660d70ef67,вклад
PRES_cbede9c587,этап
PRES_279e8a0dcc,ритуальный
PRES_3cbd6992bc,многообразие
PRES_ced3ae4b46,
PRES_e73256ace6,загадка
PRES_5de9405ff9,смысл
PRES_5d55842113,бхагават
PRES_6f434a621b,парья|фольклорный|конфликт
PRES_bfeac6bacd,небесный|функциональный|глава
PRES_62b9cf0c5b,мантра|шраут|ритуал
PRES_611497ab1e,звук|таттво|природа
PRES_abbc19de8a,типология|источник|санскритский
PRES_9d14455fc4,смысл|параллель|рамаян
PRES_e9dfb67a80,русский|салман|леонов
PRES_956381eb58,санкт|петербург|мать
PRES_f2f30f7f8b,средний|юриевич|поздний
PRES_e4077a0e43,москва|философия|владимирович
PRES_1d8848640a,пахомов|сергей|ракурс
PRES_7f094f9019,пурана|любовь|свами
PRES_4bee6b2042,москва|владимирович|протоиндийский
PRES_ef76a07b89,петербург|санкт|коллекция
PRES_e9afc8c101,буддийский|москва|образ
PRES_ff3dd9cd99,адвайта|пахомов|телесность
PRES_756e3c2fad,третий|поворот|дхарма
PRES_a286529cf8,канонический|буддийский|текст
PRES_a23657cfb0,смысловой|житийный|ранний
PRES_2e4095c747,абхидхарма|наука|средневековый
PRES_79183a8b2a,памятник|буддийский
PRES_0f4f24f569,абхисамай|аланкара|изучение
PRES_5ba570d69d,камалашила|метафора|зеркало
PRES_96863ca3fa,концепция
PRES_b8c7056b10,пещера|парья|сказка
PRES_e84196d92a,ригведа|интерпретация
PRES_cac95e2161,защита|вишн
PRES_c3dcf66fa9,санкхие|упанишад|учение
PRES_6a8a61bed8,рамаян|бходжпури|шри
PRES_fc83b6c79d,третий|книга|взгляд
PRES_dbb04a69cb,понятие|канон|литература
PRES_f0fc87fb3a,этимология|семантика|ведийский
PRES_da95cc9832,куллуи|лексика|этимология
PRES_5eff45b043,родство|термин|язык
PRES_40d116e031,катх|отражение|упанишад
PRES_4ed8d23e80,глагольный|синтез|грамматика
PRES_5fad4e3b63,художественный|культура|древний
PRES_8433ffdf15,опровержение|дигнагой|вайшешик
PRES_99242da6ca,вода|завет|метафора
PRES_493f0d6ac7,урмила|гупт|восхождение
PRES_060a3a404c,социально|политический|роман
PRES_ea35d438ad,раз|ещё|структура
PRES_da938d5fcc,колониальный|индийский
PRES_6c0ed74411,метрика|хинди|перевод
PRES_8c979b88c9,
PRES_dd23be0efa,трансцендентальный|область|йога
PRES_c02d591918,патанджали|основа|йог
PRES_aac636d1e0,сиддх|шанкара|реконструкция
PRES_c4b18b7d44,бхагавадгит|теизм|шанкара
PRES_70a940e64a,тантра|тантризм|определение
PRES_d601a42cd5,взгляд|комментарий|новый
PRES_6e73cef461,шиваизм|кашмирский|школа
PRES_05e30aa208,игровой|сквозь|восток
PRES_8978f20a55,числовой|чидамбарам|натарадж
PRES_b7fe4e5874,мистический|между
PRES_f1d137e03c,завет|свами|толкование
PRES_6f8147feae,философствование|садхана|другой
PRES_eabea1fbe3,женщина|ганди|взгляд
PRES_45038e9f46,установление|огонь|обряд
PRES_3bf4c2aa70,пещерный|натарадж|рождение
PRES_f026e85457,схема|иконографический|предмет
PRES_0152a7782b,мифологический|непальский|контекст
PRES_ab4a6b6257,катманду|долина|дипанкара
PRES_015d1064e6,современный|образ|индийский
PRES_fe57d86a6f,основной|керала|исполнительский
PRES_9be12a575e,племенной|явный|народ
PRES_5b284b565f,тыква|потоп|контакт
PRES_ce3bd97bd9,каталог|внутренний|данные
PRES_8bf9e85b39,художник|конец|произведение
PRES_6e9f659dc6,разновидность|размер|стихотворный
PRES_8d519da21d,ритуал
PRES_b0da2392d3,экспедиция|институт|индия
PRES_1cd8e6e44e,дхармакиртеть|существование
PRES_04d1dbb4f8,предание|текст
PRES_c6cbde7b3d,заметка|индийский
PRES_de83f64419,шри
PRES_a468274027,санкхие|эпический
PRES_a23748a106,познание|теория
PRES_ca8800ec45,
PRES_429df46bef,зачем
PRES_f613b85148,
PRES_1469802faf,след
PRES_49871ff2ee,александр
PRES_a94e17b6dc,александрович
PRES_47c9b6e551,
PRES_454ec814a4,вера|александрович
PRES_aa0065628d,исторический
PRES_717723198b,мифология|этимология
PRES_0b9610a3e7,синтез|слово
PRES_f012dba963,древнеиндийский
PRES_2ee12546b2,агнуть|сит|вальмик
PRES_89d287993e,средневековый
PRES_704c51dc8f,
PRES_a386a029c9,труд
PRES_0191a9931d,урмила|сон|современный
PRES_62a2c637da,салман|рушдить|русский
PRES_2739e10d32,
PRES_9ea6f5bc67,куллуи|лексика|этимология
PRES_7d7ea74779,язык
PRES_05c3fd2ae3,
PRES_753eef11a6,практика|перевод
PRES_cc5564b317,пословица|поговорка
PRES_5efd5cf3d6,
PRES_ac9683df6e,оберхаммер
PRES_4e2973826e,свет|философия|индийский
PRES_397e3963d9,развитие|вклад|абхинавагупт
PRES_d1ede4663f,толкование|упанишад|традиция
PRES_8278d320e8,упанишад|идея|интерпретация
PRES_f20b1ace74,смерть
PRES_38f205e4bd,йог|сказание
PRES_449a8a5d83,структура
PRES_aea5eb08fe,
PRES_0a815e1eea,асанга|идея|трактат
PRES_707967d832,священный
PRES_ae940b9946,прамана|дживой|таттво
PRES_c9e5f9602f,ритуал|ведийский
PRES_bf93ca6932,вариант|непальский
PRES_ec92e3cbe5,образ
PRES_c6ba86e6a2,
PRES_6e4151c4c6,тыква|потоп|племя
PRES_d6d1aa17d4,огонь|вода
PRES_6b88ca7841,тело|живой|текст
PRES_0bf7d4caad,адивась|племя
PRES_1be3cfc48b,история
PRES_f31d73160b,бенгалия
PRES_0b8a983777,изобразительный|мир
PRES_abbe4a9619,шиваизм|кашмирский|философский
PRES_cf863a87de,музей|танк|китайский
PRES_56a96b450d,рерих
PRES_1e1cbc95e7,россия|письмо|упанишад
PRES_05a25bcc84,дхармарадж|непосредственный|через
PRES_6436980fe8,ранневедийский|ритуал|текст
PRES_3c0208406b,основа|азия|центральный
PRES_74936e5d59,этимология|ведийский
PRES_ea5d4b869f,жанр|поэтический|тамильский
PRES_f31283e9b4,бхавабхути|последний|рама
PRES_3ddacc6fb6,песенный|техника|проповедь
PRES_a5c792ee0e,защита|пространство|катманду
PRES_517c404931,ирландский|описание|источник
PRES_235b11e4e7,феномен|тибет|изображение
PRES_60805ae896,улан|музей|рерих
PRES_e17d554abc,изучение|комментарий|традиционный
PRES_cf87ec3bf9,игровой|большой|праджняпарамит
PRES_c417664ebc,десять|внутренний|воплощение
PRES_fc155b3a33,исторический|представление|источник
PRES_d7d410a274,праджняпарамит|стихотворный|исток
PRES_3fe0ca1850,философский|древнеиндийский|текст
PRES_65f28e41f2,спать|пасть
PRES_82dc5a4985,строительство|зодчество|наука
PRES_9294929f41,нарратив|мотив|изображение
PRES_80c3a05563,формульность|надпись|индийский
PRES_cf88b0bf9e,сикхский|двор|последний
PRES_5d4f4cf4a8,театр|натьяшастр|материал
PRES_2545b7a0c5,покровитель|взаимоотношение|область
PRES_7fbd6a22e3,доктрина|японский|дхарма
PRES_74d662c14f,тюрк|категория|древний
PRES_42588a671c,азия|культурный|буддизм
PRES_9344fa57ea,спать|ашвагхошить|стиль
PRES_a662f456a2,воплощение|визуальный|могольский
PRES_683bba7031,язык|жрец|поэт
PRES_8a501640a4,легенда|персонаж|непальский
PRES_08ba18875c,песня|рог|тысяча
PRES_6f09bca977,кашмир|изменение|взаимоотношение
PRES_8311e474f5,старец|белый|юрий
PRES_92046749c3,решение|датировка|трактат
PRES_e7f53e7c10,тамильский|образ|поэзия
PRES_e5272eecdd,статуя|строительство|адхивасана
PRES_c245e46b6e,география|текстовый|сакральный
PRES_b0e2c5bfd8,термин|палийский|канон
PRES_5e2b4790e6,этимология
PRES_d0c16fc4c0,кабир|стиль|проповедь
PRES_91225c7c40,сом|эпический|ведийский
PRES_3115290bfc,восемь|опровержение|концепция
PRES_87b3256f20,дурга|аурангабад|рельеф
PRES_35cd50282e,эпиграфический|типология|древнеиндийский
PRES_fa1f4db445,манускрипт|институт|кабинет
PRES_3d773ae410,социально|шиваизм|кашмирский
PRES_0d8900f50f,япония|сутра|будда
PRES_e6c1d002d9,майя|повествовательный|сон
PRES_05e39adcc0,основание|ишварапратьябхиджний|воспоминание
PRES_9a58e03451,индийский
PRES_b67b7540fa,зеркало|китайский|индийский
PRES_e284c84ae6,орисса|санскритизация|тулунаду
PRES_c1a79dc5fe,племенной|история
PRES_a6bcd565b0,юрий|санкт|петербург
PRES_8cf371186b,тюрк|идеологический|заимствование
PRES_3c97651b93,всадник|танк|кабинет
PRES_aa48b528e8,легенда|непальский|индуизм
PRES_bc71d23355,диалект|амдый|тибетский
PRES_90144b87a9,калидас|произведение|происхождение
PRES_3a8edf51a0,портрет|монарший|генезис
PRES_3da4b2c217,стилистика|проповедь|бай
PRES_efa644ebfa,ортодокс
PRES_0bb0a01234,антология|художественный|песня
PRES_d358667395,игра|мир|образ
PRES_03402280ff,взаимодействие|ойрат|воинский
PRES_a0af113263,возможность|реконструкция|китайский
PRES_da2e8e521f,существование|субъект|полемика
PRES_2ae3c0414e,список|ранний|буддизм
PRES_5a19c2a8d0,пратьябхиджний|свет|представитель
PRES_bbed1796bb,механизм|текстовый|раннебуддийский
PRES_a66ce250fa,монастырь|реконструкция|ритуал
PRES_583cc5402f,иконография|шив
PRES_661914709f,эпизод|каутилья|город
PRES_47c3348c64,японский|ритуальный|образ
PRES_5e73ba89b7,стратификация|посвящение|другой
PRES_e4714d395f,нарасинх|вастувидье|трактат
PRES_6b4df0d231,сундарара|восхождение|бхакт
PRES_77c95981ae,эпический|миф|ведийский
PRES_d952c65e18,война|поэма|литературный
PRES_168720e32a,ваджраяна|символический|калачакра
PRES_5553ddc3b0,власть
PRES_4be1348822,история|рерих
PRES_d3a1014be2,чувство|время
PRES_d97538f124,вселенная|литературный|опыт
PRES_e7b0ae48ad,пушкин|непасть|язык
PRES_c892e395b5,танк|кашмир|архат
PRES_aab18847b3,диалект|тибетский|рерих
PRES_7501330de7,день|амдый|область
PRES_149d1014af,население|ладакх|дотибетский
PRES_75cecc8a6d,появление|момент|божество
PRES_93091ebf3a,дигнагой|прамана|называть
PRES_cdb16edba1,заимствование|литературный|практика
